inv_num,pnum_str
06768669-1,6768669
06768673-4,"6778442, 6768673, 6967873"
06768673-5,"6967873, 6778442, 6768673"
06768697-1,"6920081, 6768697"
06768905-1,6768905
06769059-1,6769059
06769076-3,"6769076, 6779055"
06769103-2,"6944839, 6769103"
06769319-3,6769319
06770494-1,6770494
06770531-2,6770531
06770923-2,6770923
06770923-3,6770923
06770938-6,6770938
06770955-4,"6818985, 6770955"
06770961-1,6770961
06770966-3,"6921706, 6770966"
06771087-2,6771087
06771095-1,6771095
06771097-1,6771097
06771097-2,"6894543, 6771097, 6798249"
06771105-1,6771105
06771118-2,"6853574, 6771118"
06771171-2,"6832242, 6829668, 6771171, 6785681"
06771174-1,6771174
06771252-1,"6771252, 6867777"
06771252-2,"6771252, 6867777"
06771271-1,6771271
06771271-3,6771271
06771321-2,"6940560, 6930677, 6888578, 6882345, 6795088, 6771321"
06771371-1,6771371
06771410-1,"6771410, 6972467"
06771410-4,6771410
06771410-5,6771410
06771410-6,6771410
06771410-7,6771410
06771475-1,"6771475, 6961552"
06771516-3,6771516
06771533-2,"6961265, 6845036, 6771533"
06771549-2,"6940766, 6771549"
06771630-3,6771630
06771630-4,6771630
06771663-1,"6847644, 6778561, 6771663, 6973084, 6954891"
06771720-3,6771720
06771750-2,6771750
06771841-2,"6771841, 6927757, 6975328"
06772025-1,6772025
06772090-1,6772090
06772090-2,"6956495, 6772090"
06772097-1,6772097
06772097-2,"6823421, 6772097"
06772097-3,6772097
06772097-4,6772097
06772251-2,6772251
06772253-2,6772253
06772253-4,6772253
06772253-5,6772253
06772258-2,"6961787, 6772258, 6854045"
06772279-3,6772279
06772293-1,6772293
06772293-3,6772293
06772293-4,6772293
06772307-1,6772307
06772320-1,6772320
06772322-2,6772322
06772322-3,6772322
06772370-2,6772370
06772377-1,6772377
06772381-2,6772381
06772405-2,"6978433, 6772405, 6798239"
06772612-1,6772612
06773507-3,"6979248, 6977036, 6962524, 6841057, 6837983, 6811680, 6776693, 6773507, 6899804"
06773569-3,"6773569, 6808611"
06773930-3,6773930
06773960-2,"6946325, 6913476, 6951777, 6870247, 6906415, 6773960"
06773977-2,6773977
06773987-2,"6773987, 6972466"
06773990-3,6773990
06774033-2,6774033
06774037-3,6774037
06774040-2,6774040
06774053-3,"6967158, 6774053, 6967158, 6774053, 6838354"
06774165-1,6774165
06774165-2,6774165
06774165-3,6774165
06774365-3,"6884735, 6784992, 6774365"
06774395-1,"6777708, 6774395"
06774432-8,6774432
06774455-6,6774455
06774471-1,6774471
06774675-2,6774675
06774683-1,"6842132, 6798251, 6774823, 6774683"
06774684-1,6774684
06774687-2,6774687
06774694-2,6774694
06774694-3,6774694
06774696-2,"6774696, 6775180"
06774707-1,6774707
06774728-1,"6894568, 6864749, 6833762, 6774728, 6816010, 6809596"
06774728-2,"6864749, 6833762, 6774728, 6816010"
06774927-2,6774927
06774942-2,6774942
06775076-3,6775076
06775076-4,6775076
06775076-5,6775076
06775076-7,6775076
06775180-1,6775180
06775217-3,6775217
06775218-8,"6955483, 6860652, 6904067, 6838658"
06775271-3,6775271
06775282-2,6775282
06775337-2,6775337
06775337-3,6775337
06775360-1,6775360
06775360-3,6775360
06775387-2,6775387
06775387-3,6775387
06775526-2,6775526
06775627-1,"6848068, 6775627"
06775627-2,6775627
06775700-1,6775700
06775700-2,6775700
06775700-3,6775700
06775747-1,"6810472, 6775747, 6922745"
06775748-3,6775748
06775770-2,6775770
06775785-2,6775785
06775787-1,6775787
06775793-4,"6775793, 6931636"
06775799-1,"6892151, 6782009, 6892336, 6795451, 6775799"
06775801-2,6775801
06775809-3,6775809
06776688-3,"6811669, 6776688"
06776693-4,"6837983, 6899804, 6979248, 6776693"
06776693-5,"6837983, 6863797, 6899804, 6776693, 6962524"
06776810-5,"6872328, 6776810"
06776848-2,6776848
06777045-2,"6933025, 6777045, 6812471"
06777307-2,"6777307, 6969684"
06777642-1,6917011
06777648-1,"6974775, 6899815, 6777648"
06777747-3,"6798019, 6777747"
06777747-4,"6777747, 6798019"
06777747-5,"6906362, 6831329, 6798019, 6777747"
06777882-1,"6905947, 6777882, 6847043"
06777918-1,6777918
06777970-4,"6967496, 6777970"
06777970-5,"6967496, 6777970"
06777979-2,6777979
06777979-4,6777979
06778004-1,"6778004, 6801064, 6784717"
06778005-1,6778005
06778005-2,6778005
06778113-1,"6778113, 6940548"
06778113-3,6778113
06778113-5,6778113
06778181-2,"6850243, 6778181"
06778216-1,6778216
06778454-1,"6795360, 6778454"
06778736-1,6778736
06778876-2,"6947805, 6800494, 6778876, 6953697"
06779045-3,6779045
06779050-2,"6915358, 6779050"
06779053-2,"6931486, 6918020, 6779053"
06779054-1,6779054
06779054-2,"6779054, 6934776"
06779055-1,6779055
06779065-2,"6976155, 6779065"
06779089-2,6779089
06779103-3,6779103
06779169-1,6779169
06779169-3,6779169
06779169-4,6779169
06779169-5,6779169
06779386-1,"6923045, 6779386"
06779386-3,"6923045, 6779386"
06779386-4,"6923045, 6779386"
06780047-2,"6909046, 6780047"
06780664-3,"6780664, 6828809"
06780664-5,"6780664, 6828809"
06780673-1,"6780673, 6888255, 6849944"
06780708-3,6780708
06780708-4,6780708
06780756-4,6780756
06780771-1,"6817903, 6780771"
06780771-2,"6780771, 6844237"
06780773-4,"6960521, 6790768, 6780773"
06780773-5,"6960521, 6790768, 6780773"
06781066-1,"6933170, 6781066"
06781094-1,6781094
06781126-2,6781126
06781170-1,6781170
06781170-2,"6975137, 6870395, 6781170"
06781170-5,"6781170, 6975137, 6870395"
06781248-3,6781248
06781411-4,6781411
06781415-1,6781415
06781434-3,6781434
06781445-1,6782249
06781456-1,"6970043, 6870424, 6838920, 6781456, 6927599, 6781460"
06781460-1,"6781460, 6813209"
06781588-1,6781588
06781589-3,"6957317, 6781589"
06781814-1,6781814
06781965-1,6781965
06782064-1,6782064
06782068-2,6782068
06782183-2,"6823761, 6782183"
06782183-3,"6823761, 6782183"
06782183-4,"6823761, 6782183"
06782183-5,"6823761, 6782183"
06782300-2,6782300
06782404-1,6782404
06782432-2,6782432
06782700-2,6782700
06783437-1,"6783437, 6913527"
06783637-2,6783637
06783904-1,"6858542, 6783904, 6815820, 6838354"
06783904-3,6783904
06784069-1,6784069
06784096-3,"6875271, 6932871, 6974771, 6784096, 6866746"
06784103-1,"6808986, 6784103, 6969883, 6958265, 6955967, 6839280"
06784525-3,"6972214, 6835599, 6784525"
06784695-1,"6891400, 6784695"
06784695-3,6784695
06784710-2,6784710
06784725-1,6784725
06784725-2,6784725
06784725-3,6784725
06784729-1,6784729
06784734-1,6784734
06784749-1,"6903605, 6784749"
06784750-3,6784750
06784890-1,6784890
06785123-1,"6785123, 6974775, 6958450"
06785177-1,"6909638, 6853586, 6785177"
06785294-1,"6934292, 6785294"
06785294-2,6785294
06785324-2,6785324
06785326-1,6785326
06785354-1,"6785354, 6973147"
06785518-4,6785518
06785621-1,6785621
06785681-2,"6829668, 6785681"
06785772-1,6785772
06785793-1,"6792496, 6785793"
06785793-3,6785793
06785793-4,6785793
06785797-1,"6931490, 6785797"
06785846-1,6785846
06785850-1,6785850
06785850-3,6785850
06785850-4,6785850
06785850-9,6785850
06785851-1,6785851
06785851-2,6785851
06785859-1,6785859
06786411-4,"6788340, 6786411"
06786739-2,6786739
06786978-2,"6786978, 6927174, 6884362"
06787376-2,"6905895, 6787376"
06787425-4,"6872610, 6787425, 6830980, 6828213"
06787440-6,"6946350, 6936518, 6787440, 6808993"
06787443-3,6787443
06787453-1,"6951810, 6787453"
06787788-2,6847044
06787858-1,6787858
06787858-3,6787858
06787858-5,6787858
06787902-1,"6936498, 6787902"
06787919-1,"6930767, 6928209, 6787919"
06787923-4,6787923
06787923-6,6787923
06787923-7,6787923
06788074-1,"6788074, 6870375, 6856143"
06788074-3,"6788074, 6856143"
06788095-2,"6943581, 6788095, 6889368, 6944809"
06788119-2,"6788119, 6847246"
06788155-3,"6977537, 6788155"
06788157-1,6788157
06788233-1,"6909388, 6788233"
06788233-2,6788233
06788312-1,6788312
06788312-3,"6937290, 6897874, 6788312"
06788353-1,6788353
06788554-1,6788554
06788613-1,6788613
06788724-3,6788724
06788724-4,6788724
06788809-4,6788809
06788852-1,6788852
06788852-3,6788852
06788859-2,6919224
06789026-1,"6832171, 6789026, 6892148"
06789031-1,6789031
06789056-3,"6789056, 6928076, 6874039"
06789056-4,"6889267, 6789056"
06789142-1,"6874147, 6789142, 6957281, 6941377"
06789146-1,6789146
06789147-3,6789147
06789147-4,6789147
06789147-5,6789147
06789157-1,6789157
06789157-2,6789157
06789157-3,6789157
06789233-2,6789233
06789233-3,6789233
06789244-1,"6789244, 6857115"
06789244-2,"6957406, 6789244, 6857115"
06789498-3,6789498
06790323-4,6790323
06790686-2,6790686
06790709-1,"6861285, 6815831, 6955947, 6812548, 6790709"
06790719-4,6790719
06790748-3,"6870270, 6790748, 6914002"
06790759-2,6790759
06790759-3,6790759
06790759-4,6790759
06790759-5,6790759
06790768-1,"6960521, 6790768"
06790777-4,6790777
06790786-2,6790786
06790786-3,6790786
06790788-1,"6936309, 6914014, 6790788, 6911403, 6815373"
06791119-3,6791119
06791155-2,6791155
06791155-3,6791155
06791157-3,6791157
06791168-1,"6949834, 6881606, 6791168, 6812064"
06791306-3,"6819577, 6850045"
06791312-2,6791312
06791343-1,"6940293, 6791343"
06791343-2,"6940293, 6877147, 6834379, 6791343"
06791379-5,6791379
06791394-1,6791394
06791394-2,6791394
06791394-4,6791394
06791407-3,6813319
06791428-5,6791428
06791526-1,6791526
06791609-2,"6791609, 6933970, 6836289"
06791746-2,6791746
06791832-1,"6805560, 6791832"
06791832-2,"6805560, 6791832"
06791898-3,"6791898, 6948084"
06792054-1,"6792054, 6904088"
06792054-2,6792054
06792113-7,6971907
06792131-1,6911984
06792365-1,6792365
06792386-1,6792386
06792446-2,6792446
06792478-1,"6792478, 6944796"
06792494-2,6792494
06792563-3,6792563
06792572-1,6792572
06792581-2,6792581
06792599-4,6792599
06792617-1,6792617
06792617-2,6792617
06793766-1,6793766
06794256-4,"6833307, 6794256"
06794268-1,6794268
06794268-2,6794268
06794269-1,"6869853, 6911395, 6902993, 6803289, 6794269"
06794269-2,6794269
06794279-1,6794279
06794279-2,6794279
06794279-3,6794279
06794299-2,6794299
06794684-2,"6972436, 6794684"
06794700-3,"6794700, 6885054, 6861303"
06794755-4,"6977220, 6800554, 6794755"
06794760-1,"6794760, 6841855"
06794760-2,6794760
06794760-3,6794760
06794896-1,"6794896, 6891397"
06794918-1,6794918
06794924-2,6794924
06794924-3,6794924
06794924-4,6794924
06794924-5,6794924
06794945-3,6794945
06795008-1,"6943718, 6836234, 6795008"
06795074-2,6795074
06795088-3,"6882345, 6795088"
06795191-1,6795191
06795243-2,"6962424, 6811272"
06795265-4,6795265
06795283-2,6795283
06795283-3,6795283
06795296-1,6815256
06795296-2,6809260
06795343-2,"6944059, 6906956, 6795343"
06795434-3,6795434
06795448-3,6795448
06795487-1,6795487
06795487-2,6795487
06795592-3,6795592
06795592-5,6795592
06795786-1,6795786
06795873-1,"6802003, 6802004, 6795873"
06795873-2,6795873
06795877-1,6795877
06795927-3,"6950926, 6895520, 6845456, 6795927"
06795930-2,6795930
06795959-1,6795959
06796023-1,6796023
06796023-2,6796023
06796482-1,6796482
06797312-1,6873039
06797340-4,6797340
06797340-5,6797340
06797456-3,6797456
06797572-2,"6797572, 6902977, 6872613"
06797577-3,6797577
06797596-3,"6809014, 6797596"
06797620-1,6797620
06797620-3,"6821909, 6878245, 6797620, 6905622, 6899816, 6824666"
06797622-4,6797622
06797638-1,6797638
06797638-2,6797638
06797643-2,"6932092, 6923189, 6797643, 6914014, 6946033"
06797644-1,6797644
06797644-2,6797644
06797644-4,"6917093, 6797644"
06797646-4,6797646
06797891-2,6797891
06797891-3,6797891
06797967-1,"6797967, 6960774"
06797998-2,6797998
06797998-3,6797998
06798019-2,"6906362, 6798019"
06798039-2,6798039
06798057-1,6798057
06798064-3,6893947
06798067-1,"6798067, 6944725, 6823403"
06798152-2,6798152
06798212-2,"6798212, 6977429, 6869831, 6855578"
06798212-3,6798212
06798230-2,6798230
06798241-5,"6798241, 6864715"
06798249-1,6798249
06798249-4,"6798249, 6934176, 6798684"
06798256-2,"6801026, 6798256, 6838863"
06798256-3,"6801026, 6798256"
06798263-1,6798263
06798264-1,6798264
06798264-2,"6968485, 6798264"
06798275-2,"6894473, 6798275"
06798282-2,6798282
06798295-3,"6819184, 6798295"
06798297-1,6798297
06798314-1,"6972637, 6798314"
06798372-2,6798372
06798372-3,6798372
06798418-1,6798418
06798744-3,6798744
06798800-3,6798800
06798854-6,"6804251, 6798854"
06798901-2,6798901
06798901-3,"6956903, 6798901, 6834123"
06799153-3,6799153
06799153-4,"6819538, 6799153"
06799153-5,6799153
06799193-1,"6976044, 6888790, 6799193, 6912262"
06799193-2,"6799193, 6912262"
06799220-1,6799220
06799256-4,6799256
06799257-2,6799257
06799268-2,6799268
06799584-2,6799584
06799902-1,"6863444, 6867377, 6905260, 6799902"
06799902-3,"6863444, 6799902"
06799902-7,"6863444, 6867377, 6905260, 6799902"
06799902-8,"6863453, 6863444, 6867377, 6905260, 6799902"
06799902-9,"6863444, 6867377, 6905260, 6799902"
06800172-5,6800172
06800172-7,"6821347, 6800172"
06800172-8,6800172
06800495-1,6800495
06800887-2,"6870179, 6800887, 6838329"
06800887-3,6800887
06800933-3,6800933
06801050-4,6931040
06801051-1,6801051
06801052-1,"6904105, 6834291"
06801058-1,6801058
06801116-1,6801116
06801116-2,6801116
06801116-3,6801116
06801143-1,6801143
06801143-2,6801143
06801196-1,6801196
06801208-5,"6801208, 6885378, 6819321"
06801295-3,6801295
06801295-5,6801295
06801415-3,"6946697, 6801415, 6818961"
06801592-1,6801592
06801625-1,6801625
06801784-3,6801784
06801922-1,6801922
06801923-2,6801923
06801976-3,"6842827, 6801976"
06801976-4,6801976
06802018-4,6802018
06802944-1,6802944
06802944-2,6802944
06802987-1,"6876021, 6856534, 6841396, 6802987"
06803159-1,"6921613, 6803159"
06803275-5,6963108
06803282-3,"6803282, 6969901"
06803282-4,6803282
06803289-3,6803289
06803297-2,6803297
06803323-1,"6951801, 6803323"
06803323-3,"6924232, 6803323"
06803546-7,"6888104, 6897131, 6803546"
06803626-2,6803626
06803641-1,"6900127, 6864108, 6924208, 6898068, 6803641, 6919233"
06803649-5,"6888240, 6803649"
06803653-1,"6841841, 6803653"
06803653-5,6803653
06803665-2,"6960824, 6903270, 6867493, 6803665"
06803785-2,"6803785, 6980024"
06803803-2,6803803
06803817-2,6803817
06803821-2,6803821
06803823-1,"6809569, 6803823, 6856169, 6819137"
06803824-2,6803824
06803824-3,6803824
06803827-1,"6803827, 6925172"
06803830-1,6803830
06804141-2,6804141
06804251-4,6804251
06804291-2,"6833753, 6804291, 6957057, 6914546"
06804317-3,6804317
06804359-1,6804359
06804359-2,6804359
06804655-2,6804655
06806006-2,6806006
06806007-1,6806007
06806103-3,6806103
06806172-3,6806172
06806191-3,6806191
06806203-3,"6875687, 6806203"
06806203-4,6806203
06806204-2,6806204
06806543-1,"6972173, 6970239, 6806543, 6852492"
06806543-3,"6970239, 6972173, 6806543"
06806543-4,"6972173, 6806543"
06806780-3,6806780
06806789-1,6806789
06806789-2,6806789
06806830-3,6806830
06806859-1,6806859
06806859-3,6806859
06806993-1,6806993
06806993-3,6806993
06806993-7,"6877650, 6806993"
06807114-4,6807114
06807209-2,"6859473, 6807209"
06807409-1,6807409
06807409-2,6807409
06807498-1,"6807498, 6933868, 6925408"
06807572-1,6807572
06807972-1,6807972
06808942-3,6808942
06808942-4,6808942
06808942-5,6808942
06808943-1,6808943
06808948-3,"6858450, 6808948"
06808948-4,6808948
06808993-1,6808993
06808993-2,6808993
06808993-4,6808993
06808993-5,6808993
06808993-8,6808993
06809370-2,6809370
06809378-2,"6819161, 6809378"
06809455-1,6809455
06809524-3,"6958616, 6809524"
06809545-1,6809545
06809556-2,6809556
06809572-2,6809572
06809581-4,6809581
06809590-1,"6809590, 6970339"
06809606-7,"6885233, 6924710, 6809606"
06809617-2,6809617
06809617-3,"6812810, 6809617"
06809623-1,"6937128, 6809623, 6979608"
06809964-1,"6906961, 6809964"
06810037-2,"6810037, 6813620"
06810125-3,6912683
06810266-3,6810266
06810296-3,"6959224, 6810296"
06810411-1,"6963996, 6810411"
06810411-2,6810411
06810418-2,6810418
06810435-2,"6931075, 6810435"
06811470-2,6811470
06811474-2,6811474
06811474-3,6811474
06811714-2,6811714
06812040-3,"6812040, 6927072, 6885074"
06812103-1,"6977419, 6812103"
06812153-6,"6812153, 6890597"
06812471-5,"6933508, 6812471"
06812474-2,6812474
06812474-3,6812474
06812521-3,6812521
06812566-1,6812566
06812580-1,"6812580, 6921975, 6838776"
06812580-2,"6812580, 6937047, 6921979, 6844631"
06812590-1,6812590
06812590-2,6812590
06812590-3,6812590
06812678-1,"6812678, 6842321"
06812733-1,6812733
06812733-3,6812733
06812738-1,"6907592, 6844757, 6812738"
06812744-1,"6944213, 6812744"
06812744-2,"6968055, 6812744"
06812762-1,"6927613, 6812762"
06812771-1,"6861903, 6812771"
06812793-1,6812793
06812802-1,"6825736, 6812802"
06812927-1,6812927
06812927-2,"6870542, 6812927, 6963340, 6938176, 6980208"
06813170-1,6813170
06813178-4,"6912147, 6867064, 6861367, 6815818, 6813178"
06813319-1,6813319
06813431-3,"6903432, 6813431, 6856129"
06813432-1,"6876783, 6813432"
06813529-1,6813529
06813579-1,6813579
06813620-2,"6965945, 6813620, 6981058"
06813665-2,"6832268, 6813665"
06813666-1,6813666
06813672-1,6813672
06813754-1,6813754
06813754-2,6813754
06813754-3,6813754
06813762-1,6813762
06814296-1,"6877667, 6814296"
06814801-1,"6974720, 6964917, 6814801"
06815220-1,"6940147, 6815220"
06815232-1,"6912436, 6815232"
06815254-2,6815254
06815254-3,6815254
06815254-5,6815254
06815276-2,"6815276, 6900101, 6878999"
06815308-2,6815308
06815373-1,"6902629, 6815373"
06815373-3,"6902629, 6815373, 6890850"
06815729-4,"6892449, 6890107, 6815729"
06815801-3,6815801
06815801-4,6815801
06815801-5,6815801
06815801-6,6815801
06815801-7,6815801
06815929-2,6815929
06815977-1,6815977
06815977-3,6815977
06815977-4,6815977
06815978-1,6815978
06815984-1,6815984
06816071-1,6816071
06816465-1,6816465
06816465-4,"6914892, 6816465"
06816889-1,6816889
06816918-1,6816918
06816933-1,"6944697, 6891935, 6816933, 6928501"
06816963-2,6816963
06816979-1,6816979
06816987-2,6816987
06816987-4,6816987
06817005-1,6817005
06817005-2,6817005
06817005-3,6817005
06817221-1,6817221
06817782-3,"6817782, 6953289"
06818155-3,"6878305, 6875367, 6818155"
06818155-4,"6878305, 6875367, 6818155"
06818359-1,"6921692, 6854106, 6818359"
06818362-2,6818362
06818526-3,"6818526, 6905943"
06818548-1,"6846752, 6818548"
06818947-5,6818947
06818966-3,"6818966, 6979637"
06819125-2,6819125
06819125-3,6819125
06819144-1,6819144
06819145-2,6819145
06819148-2,"6819148, 6924672"
06819331-1,6819331
06819331-3,6819331
06819538-3,6819538
06819538-5,"6928005, 6819538"
06819543-1,6819543
06819601-2,"6819601, 6909318, 6864738"
06819725-1,6819725
06819793-1,6819793
06819793-2,6819793
06819793-3,6819793
06820046-2,6820046
06820046-3,6820046
06820054-2,6820054
06820154-1,6820154
06820158-2,6820158
06820160-1,6820160
06820247-2,6820247
06820247-3,6820247
06820982-1,6893129
06821032-2,6821032
06821032-3,6821032
06821082-1,6821082
06821561-1,6821561
06821796-3,6821796
06821829-1,6821829
06821859-2,"6879871, 6821859"
06821859-3,"6936480, 6821859"
06821897-4,6821897
06822323-1,6822323
06822323-3,"6853060, 6822323"
06822370-3,6822370
06822389-2,6822389
06822439-1,6822439
06822439-2,"6968519, 6822439"
06822478-1,6822478
06822519-2,6822519
06822526-1,6822526
06822526-2,6822526
06822594-2,6822594
06822658-3,6822658
06822879-2,6822879
06822899-1,6822899
06822899-3,6822899
06822958-1,6822958
06822958-2,6822958
06822995-1,"6901096, 6888873, 6822995"
06823127-3,6823127
06823127-4,6823127
06823199-1,"6901455, 6823199"
06823222-1,6823222
06823222-2,6823222
06823222-3,6823222
06823222-5,6823222
06823222-6,6823222
06823357-1,"6850899, 6823357"
06823402-3,6823402
06823402-4,6823402
06823416-3,6823416
06823416-4,6823416
06823416-5,6823416
06823416-6,"6885329, 6823416"
06823421-1,"6922746, 6823421"
06823427-3,6823427
06823500-1,6823500
06823500-3,6823500
06824343-3,6824343
06824343-4,6824343
06824612-3,6824612
06824937-1,6824937
06825108-1,"6906414, 6861750, 6853070, 6825108, 6887741, 6879039, 6876553, 6882042"
06825108-2,"6906414, 6861750, 6853070, 6825108, 6887741, 6876553, 6882042"
06825134-6,6825134
06825134-7,"6896929, 6843258, 6960263, 6857387, 6825134"
06825428-1,"6936780, 6825428, 6974926, 6972467"
06825447-3,"6916147, 6825447"
06825475-2,"6825475, 6899765"
06825501-5,6825501
06825552-2,6825552
06825553-3,"6882021, 6856155, 6958537, 6964881, 6825553"
06825553-4,"6958537, 6964881, 6882021, 6825553"
06825553-5,"6958537, 6964881, 6825553"
06825553-7,"6958537, 6964881, 6825553"
06825553-8,"6964881, 6825553"
06825683-2,6825683
06825692-1,6825692
06825706-1,6825706
06825738-1,6825738
06825843-1,6825843
06825874-1,"6981274, 6825874"
06826100-2,6826100
06826100-3,"6907377, 6826100"
06826100-4,6826100
06826100-7,6826100
06826103-1,6826103
06826188-1,6826188
06826188-2,6826188
06826242-2,6826242
06826246-1,"6950480, 6940930"
06826437-1,6826437
06826439-1,6826439
06826439-3,6826439
06826561-2,6826561
06826561-3,6826561
06826573-1,"6826573, 6832308"
06826581-1,6826581
06826581-2,6826581
06826631-1,6826631
06826658-2,6826658
06826741-9,"6895570, 6826741, 6965249"
06827815-1,6827815
06827816-3,6827816
06828068-2,6828068
06828161-5,"6828161, 6876021"
06828199-6,6828199
06828234-1,6828234
06828241-2,"6828241, 6863019"
06828259-4,6828259
06828512-2,6828512
06828512-3,6828512
06828513-1,6828513
06828570-3,6828570
06828613-2,"6828613, 6841458"
06828654-2,6828654
06828658-2,"6903447, 6828658"
06828775-2,"6917316, 6828775"
06828797-1,6828797
06828797-2,6828797
06828822-1,6828822
06828822-3,6828822
06828823-5,6828823
06828838-1,"6864733, 6828838"
06828847-1,"6891358, 6885178, 6828847, 6853238"
06829127-2,6829127
06829268-4,"6917632, 6829268"
06829268-5,"6917632, 6829268"
06829307-1,6829307
06829307-2,6829307
06829307-3,6829307
06829307-6,6829307
06829335-1,6829335
06829381-1,"6829381, 6862491"
06829381-2,6829381
06829550-1,"6829550, 6914437"
06829598-1,6829598
06829626-1,6829626
06829652-1,6829652
06829667-1,6829667
06829713-2,6829713
06829715-1,6829715
06829715-2,6829715
06829725-2,"6829725, 6868507"
06830470-2,6830470
06830624-2,6830624
06830673-3,6830673
06830950-3,"6849554, 6846746, 6830950, 6900133, 6902947"
06830977-1,"6894354, 6830977"
06830977-3,"6894354, 6830977"
06831008-8,"6831008, 6977437, 6921721"
06831263-5,"6952003, 6831263"
06831284-4,6831284
06831284-6,6831284
06831346-3,6831346
06831350-6,"6919258, 6951783, 6831350, 6972255, 6972255"
06831350-8,6831350
06831515-1,6831515
06831570-2,6831570
06831570-4,6831570
06831583-1,6831583
06831583-2,6831583
06831583-3,6831583
06831583-4,6831583
06831584-2,6831584
06831584-3,6831584
06831587-1,"6864810, 6831587"
06831736-1,6831736
06831736-2,6831736
06831736-4,6831736
06831736-5,6831736
06831750-1,6831750
06831750-2,6831750
06831750-3,"6831750, 6958841, 6943950"
06831868-3,6831868
06831943-2,"6831943, 6973611"
06832078-1,"6859238, 6832078"
06832235-1,6832235
06832268-3,6832268
06832280-1,6832280
06832308-2,6832308
06832308-3,6832308
06832950-1,6832950
06833079-1,6833079
06833161-2,6833161
06833195-1,"6833195, 6908027"
06833619-4,"6833619, 6936922"
06833622-1,"6863595, 6844262, 6844237, 6833622"
06833689-3,6833689
06833717-4,6833717
06833718-1,6833718
06833730-1,6833730
06833730-2,6833730
06833735-3,6833735
06833757-1,"6833757, 6930548"
06833800-1,"6833800, 6970124"
06833801-2,6833801
06833817-1,"6898844, 6833817"
06833984-1,6833984
06834077-1,6834077
06834123-3,"6956903, 6834123"
06834216-3,6834216
06834216-5,"6842895, 6834216"
06834246-2,6834246
06834260-1,6834260
06834260-2,6834260
06834262-2,6834262
06834262-3,6834262
06834262-4,6834262
06834291-2,6834291
06834370-1,6834370
06834370-2,6834370
06834379-1,"6877147, 6834379"
06834549-2,6834549
06835592-1,"6969914, 6835592"
06835627-1,6835627
06835627-2,6835627
06835648-2,6835648
06835671-3,"6979622, 6835671"
06835672-1,6835672
06836008-2,"6967127, 6836009, 6836008, 6894386"
06836009-6,"6836009, 6949407, 6855572"
06836103-2,"6965219, 6836103"
06836148-1,6836148
06836156-1,"6836156, 6977531, 6975838, 6968167, 6961546"
06836157-2,6836157
06836169-2,6836169
06836169-3,6836169
06836289-3,6836289
06836289-4,6836289
06836432-2,6836432
06836446-2,6836446
06836446-3,"6836446, 6967883"
06836755-3,"6958629, 6922082, 6836755"
06836810-1,6836810
06836810-2,6836810
06836854-1,6836854
06836854-2,6836854
06836861-2,6836861
06837625-2,6837625
06837625-4,6837625
06837625-5,6837625
06838122-1,6838122
06838228-0,6838228
06838294-0,6838294
06838294-1,6838294
06838294-2,6838294
06838294-3,6838294
06838299-0,6838299
06838299-1,"6838299, 6919637"
06838299-3,"6838299, 6853076"
06838300-1,6838300
06838329-2,"6936505, 6838329"
06838329-3,6838329
06838329-5,6838329
06838329-6,6838329
06838393-0,"6838393, 6890850"
06838393-1,6838393
06838658-2,"6904067, 6838658"
06838683-0,6838683
06838727-2,"6885544, 6877998"
06838751-2,6838751
06838757-1,"6838757, 6953986"
06838758-0,6838758
06838776-0,"6844631, 6921975, 6838776"
06838776-1,"6921975, 6838776"
06838776-4,"6921975, 6838776"
06838776-5,"6921975, 6838776"
06838776-6,"6921975, 6838776"
06838863-3,6838863
06839005-0,6839005
06839005-2,6839005
06839292-0,"6839292, 6854079"
06839349-1,6839349
06839381-0,6839381
06839601-0,"6871113, 6846684, 6845280, 6839601"
06839601-1,"6871113, 6846684, 6845280, 6839601"
06839601-2,"6871113, 6846684, 6845280, 6839601"
06839654-0,6839654
06839654-1,6839654
06839654-3,6839654
06839709-0,6839709
06839709-1,6839709
06839769-1,6839769
06839783-0,"6918018, 6839783"
06839793-0,6839793
06839812-1,"6920533, 6839812"
06839846-1,6839846
06839874-0,6839874
06839886-0,6839886
06840633-1,6840633
06841001-0,"6875995, 6841001"
06841050-2,"6852202, 6841050"
06841468-0,6841468
06841470-0,6841470
06841733-2,6841733
06841848-0,6841848
06841848-1,"6955988, 6841848"
06841848-2,6841848
06841867-2,"6974726, 6974723, 6926955, 6841867"
06841883-6,6841883
06841991-0,6841991
06841991-1,"6972580, 6952109, 6924653, 6841991"
06842034-4,6842034
06842035-2,6842035
06842050-1,"6867652, 6842050, 6954108"
06842071-0,6842071
06842072-2,6842072
06842128-0,6842128
06842136-0,6842136
06842320-0,6842320
06842320-1,"6842320, 6980575, 6933786"
06842379-2,"6842379, 6970382"
06842452-0,6842452
06842486-0,"6961385, 6842486"
06842555-0,"6842555, 6931170"
06842555-1,"6842555, 6931170"
06842662-2,6842662
06842791-0,6842791
06842803-5,"6973566, 6842803"
06842807-1,"6971034, 6898679, 6871119, 6862028, 6842807"
06842822-2,6842822
06842827-1,6842827
06842831-2,"6904504, 6842831"
06842881-1,6842881
06843574-0,6843574
06843852-1,6843852
06843882-1,6843882
06843882-2,6843882
06843882-3,6843882
06844235-0,6844235
