inv2,inv1
06448633-8,06448633-3
06469369-1,06448633-3
06475827-1,06448633-3
06475827-2,06448633-3
06525406-2,06448633-3
06525406-6,06448633-3
06525406-9,06448633-3
06225379-1,06448633-4
06258629-3,06448633-4
06448633-1,06448633-4
06448633-2,06448633-4
06448633-3,06448633-4
06448633-4,06448633-4
06448633-5,06448633-4
06448633-6,06448633-4
06448633-8,06448633-4
06469258-2,06448633-4
06611047-1,06448633-4
06225379-1,06448633-5
06448633-1,06448633-5
06448633-2,06448633-5
06448633-3,06448633-5
06448633-4,06448633-5
06448633-5,06448633-5
06448633-6,06448633-5
06448633-8,06448633-5
05740956-1,06448633-6
06225379-1,06448633-6
06448633-1,06448633-6
06448633-2,06448633-6
06448633-3,06448633-6
06448633-4,06448633-6
06448633-5,06448633-6
06448633-6,06448633-6
06448633-8,06448633-6
06469369-1,06448633-6
06525406-9,06448633-6
06700187-1,06448633-6
06225379-1,06448633-8
06448633-1,06448633-8
06448633-2,06448633-8
06448633-3,06448633-8
06448633-4,06448633-8
06448633-5,06448633-8
06448633-6,06448633-8
06448633-8,06448633-8
06888242-1,06448633-8
06888242-2,06448633-8
05998296-1,06448650-3
06143396-2,06448650-3
06448650-3,06448650-3
06448754-1,06448754-1
06670800-2,06448754-1
04569018-1,06448815-2
04689581-1,06448815-2
06448815-2,06448815-2
05119162-5,06448851-1
05467050-2,06448851-1
06448851-1,06448851-1
06163568-1,06448906-3
06448906-3,06448906-3
06937158-2,06448906-3
06448973-1,06448973-1
06765574-1,06448973-1
06448992-1,06448992-1
06449038-1,06449038-1
05563746-1,06449110-1
06449110-1,06449110-1
05877044-2,06449174-1
06449174-1,06449174-1
04449771-1,06449214-2
06449214-2,06449214-2
06600744-2,06449214-2
06449254-1,06449254-1
04771425-3,06449274-10
05844901-2,06449274-10
06147997-3,06449274-10
06188690-2,06449274-10
06188690-4,06449274-10
06188690-5,06449274-10
06188690-6,06449274-10
06188690-7,06449274-10
06396809-4,06449274-10
06449274-10,06449274-10
06449285-1,06449285-1
04709327-2,06449308-2
05377328-1,06449308-2
06288667-1,06449308-2
06449308-2,06449308-2
06498512-2,06449308-2
06371715-3,06449531-1
06390157-3,06449531-1
06449531-1,06449531-1
05353431-2,06449669-1
06449669-1,06449669-1
06601117-2,06449669-1
06449673-1,06449673-1
05072418-2,06449736-2
05416843-1,06449736-2
06167365-1,06449736-2
06243731-1,06449736-2
06247119-1,06449736-2
06449736-2,06449736-2
06611796-2,06449736-2
06735652-2,06449736-2
04972362-4,06449742-3
05438297-1,06449742-3
06449742-3,06449742-3
06777970-4,06449742-3
06777970-5,06449742-3
06173378-2,06449759-1
06449759-1,06449759-1
04963500-2,06450116-2
05072288-2,06450116-2
05083865-3,06450116-2
05084411-7,06450116-2
05201990-3,06450116-2
05466626-4,06450116-2
06029602-1,06450116-2
06037273-4,06450116-2
06063196-1,06450116-2
06215106-1,06450116-2
06450116-2,06450116-2
06450116-3,06450116-2
06559454-4,06450116-2
06773507-3,06450116-2
06803546-7,06450116-2
06888104-2,06450116-2
06897131-5,06450116-2
06897131-6,06450116-2
04963500-2,06450116-3
05084411-7,06450116-3
05201990-3,06450116-3
06029602-1,06450116-3
06037273-4,06450116-3
06450116-2,06450116-3
06450116-3,06450116-3
04585730-1,06450117-5
05756222-2,06450117-5
05835335-2,06450117-5
06143078-2,06450117-5
06143078-5,06450117-5
06364958-2,06450117-5
06450117-5,06450117-5
06450117-7,06450117-5
03993077-1,06450117-7
04289842-1,06450117-7
04585730-1,06450117-7
05756222-2,06450117-7
05835335-2,06450117-7
06143078-2,06450117-7
06143078-5,06450117-7
06364958-2,06450117-7
06450117-5,06450117-7
06450117-7,06450117-7
06596653-2,06450117-7
06682603-6,06450117-7
04894353-1,06451641-4
05132252-1,06451641-4
05210057-3,06451641-4
05491627-1,06451641-4
05582881-1,06451641-4
05624859-2,06451641-4
05780861-1,06451641-4
05789802-1,06451641-4
05795820-1,06451641-4
05907781-6,06451641-4
05939763-2,06451641-4
05985364-1,06451641-4
06027912-3,06451641-4
06187657-2,06451641-4
06261963-4,06451641-4
06294472-3,06451641-4
06313538-5,06451641-4
06436768-5,06451641-4
06451641-4,06451641-4
06740605-2,06451641-4
05441568-2,06451686-2
05792269-4,06451686-2
06451686-2,06451686-2
06451686-3,06451686-2
05441568-2,06451686-3
05792269-4,06451686-3
05851602-3,06451686-3
06127263-1,06451686-3
06355571-2,06451686-3
06451686-2,06451686-3
06451686-3,06451686-3
06656840-1,06451686-3
06656840-6,06451686-3
05773363-1,06451692-2
06451692-2,06451692-2
05296094-1,06451703-4
05674321-1,06451703-4
06326307-4,06451703-4
06403491-1,06451703-4
06451703-4,06451703-4
05225024-5,06451705-1
06451705-1,06451705-1
06682997-1,06451705-1
06401554-1,06452150-2
06452150-2,06452150-2
06380546-1,06452175-1
06452175-1,06452175-1
06674075-2,06452175-1
06825475-2,06452175-1
05571733-1,06452236-2
05830532-1,06452236-2
05917219-1,06452236-2
06107147-1,06452236-2
06452236-2,06452236-2
06068818-2,06452267-2
06452267-2,06452267-2
05318451-5,06452278-3
06340846-4,06452278-3
06452278-3,06452278-3
06452424-3,06452424-3
06647518-1,06452424-3
06686794-1,06452424-3
05410267-2,06452428-3
05623644-6,06452428-3
06087847-3,06452428-3
06452428-3,06452428-3
05122759-1,06452455-1
05808460-2,06452455-1
06016077-1,06452455-1
06163419-2,06452455-1
06226141-1,06452455-1
06353914-1,06452455-1
06452455-1,06452455-1
06400224-1,06452456-2
06452456-2,06452456-2
06452517-1,06452517-1
04831252-3,06452550-1
05107152-1,06452550-1
05493303-1,06452550-1
06201454-1,06452550-1
06452550-1,06452550-1
06603375-1,06452550-1
06646526-3,06452550-1
06657522-2,06452550-1
05247655-5,06452610-2
05469544-2,06452610-2
05592682-2,06452610-2
05760636-3,06452610-2
05881102-1,06452610-2
06157233-2,06452610-2
06218863-1,06452610-2
06446235-3,06452610-2
06452610-2,06452610-2
06490703-1,06452610-2
06625707-1,06452610-2
06775785-2,06452610-2
06842807-1,06452610-2
06452788-1,06452788-1
06452909-1,06452909-1
03860757-1,06452922-1
04658394-2,06452922-1
05517039-5,06452922-1
05622807-2,06452922-1
06091864-1,06452922-1
06452922-1,06452922-1
06664503-1,06452922-1
06852966-0,06452922-1
06852966-4,06452922-1
06862302-0,06452922-1
06862302-5,06452922-1
05774674-3,06452974-1
06452974-1,06452974-1
06580695-2,06452974-1
06651141-1,06452974-1
06453287-1,06453287-1
05054002-1,06453394-9
05091783-1,06453394-9
05095354-1,06453394-9
05365274-4,06453394-9
05666165-2,06453394-9
05860084-1,06453394-9
06128733-2,06453394-9
06353460-8,06453394-9
06453394-9,06453394-9
05045996-1,06453401-3
05513346-1,06453401-3
06453401-3,06453401-3
04243984-4,06453405-1
04695946-7,06453405-1
04956850-1,06453405-1
04962533-1,06453405-1
04992727-2,06453405-1
05047973-1,06453405-1
05327240-1,06453405-1
05884023-2,06453405-1
05895497-1,06453405-1
06078940-1,06453405-1
06453405-1,06453405-1
06453405-2,06453405-1
06484288-4,06453405-1
06735737-1,06453405-1
06745319-3,06453405-1
06757819-3,06453405-1
05327240-1,06453405-2
05495150-3,06453405-2
05884023-2,06453405-2
05960202-1,06453405-2
06078940-1,06453405-2
06453405-1,06453405-2
06453405-2,06453405-2
06560288-1,06453405-2
06718544-2,06453405-2
06757819-3,06453405-2
05619195-2,06453422-3
05781258-1,06453422-3
05953521-2,06453422-3
06243272-1,06453422-3
06453422-3,06453422-3
06237129-1,06453456-1
06453456-1,06453456-1
03889098-2,06453747-1
06453747-1,06453747-1
06672170-1,06453747-1
06763724-3,06453747-1
05201990-3,06454860-1
05811356-2,06454860-1
06130105-1,06454860-1
06186092-5,06454860-1
06454860-1,06454860-1
06858547-1,06454860-1
06858547-2,06454860-1
05540824-4,06454927-2
05632873-1,06454927-2
06158384-2,06454927-2
06258220-5,06454927-2
06299753-1,06454927-2
06454927-2,06454927-2
06455232-1,06455232-1
06455232-2,06455232-1
06455232-3,06455232-1
06455232-4,06455232-1
06455232-1,06455232-2
06455232-2,06455232-2
06455232-3,06455232-2
06455232-4,06455232-2
06455232-1,06455232-3
06455232-2,06455232-3
06455232-3,06455232-3
06455232-4,06455232-3
06455232-1,06455232-4
06455232-2,06455232-4
06455232-3,06455232-4
06455232-4,06455232-4
04370405-3,06455333-1
04379830-2,06455333-1
04379943-1,06455333-1
04622576-1,06455333-1
05468340-3,06455333-1
05624859-2,06455333-1
05736423-1,06455333-1
05789802-1,06455333-1
05821036-5,06455333-1
05852497-2,06455333-1
05985497-5,06455333-1
05986344-2,06455333-1
06013570-2,06455333-1
06015747-1,06455333-1
06127089-3,06455333-1
06372524-1,06455333-1
06391733-1,06455333-1
06436768-5,06455333-1
06455333-1,06455333-1
06573151-2,06455333-1
06656763-1,06455333-1
06744105-4,06455333-1
06828259-4,06455333-1
06872609-3,06455333-1
06271109-2,06455350-1
06455350-1,06455350-1
06698649-1,06455350-1
06698649-2,06455350-1
06698649-4,06455350-1
04316106-1,06455398-3
04974048-1,06455398-3
05699530-3,06455398-3
06455398-3,06455398-3
06512861-4,06455398-3
06549272-2,06455398-3
06455406-1,06455406-1
06455406-2,06455406-1
06455406-1,06455406-2
06455406-2,06455406-2
06613681-1,06455406-2
06847085-1,06455406-2
06847085-3,06455406-2
04589196-1,06455411-3
05082522-2,06455411-3
05796151-3,06455411-3
05880026-1,06455411-3
05981382-2,06455411-3
06008540-2,06455411-3
06010829-1,06455411-3
06287983-3,06455411-3
06358849-6,06455411-3
06410426-2,06455411-3
06455411-3,06455411-3
06455411-4,06455411-3
06542221-1,06455411-3
06605540-1,06455411-3
06620560-3,06455411-3
06720247-2,06455411-3
06872665-3,06455411-3
05082522-2,06455411-4
06410426-2,06455411-4
06455411-3,06455411-4
06455411-4,06455411-4
05373734-1,06455431-2
05423918-3,06455431-2
05451784-1,06455431-2
05540824-3,06455431-2
05968324-4,06455431-2
06080529-6,06455431-2
06080529-7,06455431-2
06085688-3,06455431-2
06136211-11,06455431-2
06153530-3,06455431-2
06455431-2,06455431-2
06905968-3,06455431-2
06455514-1,06455514-1
06455514-2,06455514-1
06455514-3,06455514-1
06455514-1,06455514-2
06455514-2,06455514-2
06455514-3,06455514-2
06455514-1,06455514-3
06455514-2,06455514-3
06455514-3,06455514-3
06071067-1,06455805-2
06071067-3,06455805-2
06441631-3,06455805-2
06455805-2,06455805-2
05588969-1,06455908-2
05598102-2,06455908-2
05633193-4,06455908-2
06448547-1,06455908-2
06455908-2,06455908-2
06549556-3,06455908-2
06549556-5,06455908-2
06735224-3,06455908-2
05949138-2,06455922-2
06271109-1,06455922-2
06455922-2,06455922-2
06455922-3,06455922-2
05949138-2,06455922-3
06271109-1,06455922-3
06455922-2,06455922-3
06455922-3,06455922-3
04257477-1,06456110-1
04897814-1,06456110-1
06456110-1,06456110-1
05955870-1,06456133-2
06456133-2,06456133-2
04323854-1,06456211-1
06028488-1,06456211-1
06353343-1,06456211-1
06456211-1,06456211-1
06933759-3,06456211-1
05691720-1,06456219-1
06456219-1,06456219-1
06140948-1,06456223-2
06400224-1,06456223-2
06456223-2,06456223-2
06150664-1,06456736-2
06456736-2,06456736-2
04984178-1,06456974-1
06456974-1,06456974-1
04785393-3,06457061-1
06457061-1,06457061-1
06457061-2,06457061-1
06691168-4,06457061-1
04785393-3,06457061-2
06457061-1,06457061-2
06457061-2,06457061-2
06510509-1,06457061-2
06510509-2,06457061-2
06510509-5,06457061-2
06510509-6,06457061-2
06510509-7,06457061-2
06691168-4,06457061-2
06457074-1,06457074-1
06457074-2,06457074-1
06457074-1,06457074-2
06457074-2,06457074-2
05696768-3,06457121-1
06457121-1,06457121-1
06457251-1,06457251-1
06457251-2,06457251-1
06956390-1,06457251-1
06956390-3,06457251-1
06457251-1,06457251-2
06457251-2,06457251-2
06956390-1,06457251-2
06956390-3,06457251-2
06021162-2,06457367-8
06457367-8,06457367-8
04479831-2,06458251-5
05622608-2,06458251-5
06177350-1,06458251-5
06235163-1,06458251-5
06458251-5,06458251-5
05515735-1,06458622-1
06362089-2,06458622-1
06458622-1,06458622-1
06458640-1,06458640-1
04936950-1,06458652-1
05213659-1,06458652-1
05656531-2,06458652-1
05691228-1,06458652-1
06458652-1,06458652-1
06902973-1,06458652-1
06117788-1,06458685-2
06458685-2,06458685-2
04789760-3,06458686-1
05300786-4,06458686-1
06458686-1,06458686-1
05748434-1,06458722-1
06143078-2,06458722-1
06180533-1,06458722-1
06303518-2,06458722-1
06364958-2,06458722-1
06413871-4,06458722-1
06458722-1,06458722-1
06635144-1,06458722-1
06667248-4,06458722-1
06802944-1,06458722-1
06802944-2,06458722-1
06812153-6,06458722-1
04912063-2,06459100-4
04918497-1,06459100-4
05272095-2,06459100-4
06187606-3,06459100-4
06459100-4,06459100-4
04684055-2,06459147-2
05318451-5,06459147-2
06198163-2,06459147-2
06319755-1,06459147-2
06459147-2,06459147-2
06459147-4,06459147-2
06459147-5,06459147-2
06459147-6,06459147-2
06756658-4,06459147-2
05318451-5,06459147-4
06198163-2,06459147-4
06319755-1,06459147-4
06459147-2,06459147-4
06459147-4,06459147-4
06459147-5,06459147-4
06459147-6,06459147-4
05318451-5,06459147-5
06198163-2,06459147-5
06319755-1,06459147-5
06459147-2,06459147-5
06459147-4,06459147-5
06459147-5,06459147-5
06459147-6,06459147-5
05318451-5,06459147-6
06198163-2,06459147-6
06319755-1,06459147-6
06459147-2,06459147-6
06459147-4,06459147-6
06459147-5,06459147-6
06459147-6,06459147-6
06459216-1,06459216-1
05475320-1,06459317-1
05748640-1,06459317-1
06459317-1,06459317-1
06459321-1,06459321-1
05854564-1,06459335-3
06268764-1,06459335-3
06459335-3,06459335-3
06462621-1,06459335-3
06462621-3,06459335-3
06922084-0,06459335-3
04852708-1,06459338-1
06281753-2,06459338-1
06369650-1,06459338-1
06459338-1,06459338-1
05909150-1,06459394-1
06204787-1,06459394-1
06459394-1,06459394-1
06459394-4,06459394-1
05909150-1,06459394-4
06204787-1,06459394-4
06459394-1,06459394-4
06459394-4,06459394-4
05920593-4,06459398-1
06459398-1,06459398-1
03906300-1,06459455-4
06459455-4,06459455-4
06711301-3,06459455-4
06141237-1,06459609-1
06459609-1,06459609-1
06819601-2,06459609-1
06864738-2,06459609-1
05351216-1,06459616-1
06459616-1,06459616-1
03930776-1,06459698-1
05400322-2,06459698-1
05533203-1,06459698-1
05819028-2,06459698-1
05953335-1,06459698-1
06058427-1,06459698-1
06252872-1,06459698-1
06356099-4,06459698-1
06459698-1,06459698-1
06651172-4,06459698-1
03919711-1,06460124-1
06112283-1,06460124-1
06460124-1,06460124-1
06490676-1,06460124-1
06647482-5,06460124-1
06907600-3,06460124-1
06907600-5,06460124-1
06907600-7,06460124-1
03976224-2,06460402-1
04105144-1,06460402-1
04160934-1,06460402-1
05352945-2,06460402-1
05614856-3,06460402-1
05729049-1,06460402-1
06460402-1,06460402-1
06545928-1,06460402-1
06556489-3,06460402-1
06556489-4,06460402-1
06759911-2,06460402-1
06774687-2,06460402-1
06937077-0,06460402-1
04872947-5,06461435-9
05326725-9,06461435-9
05587428-4,06461435-9
05837058-2,06461435-9
05962249-4,06461435-9
05968276-2,06461435-9
06024393-4,06461435-9
06026762-1,06461435-9
06050506-5,06461435-9
06079356-2,06461435-9
06099904-2,06461435-9
06162715-6,06461435-9
06218301-2,06461435-9
06299692-4,06461435-9
06364954-4,06461435-9
06461435-9,06461435-9
06551929-5,06461435-9
06734020-4,06461435-9
06094144-1,06461891-2
06094144-2,06461891-2
06461891-2,06461891-2
03865654-1,06461905-1
04774197-1,06461905-1
05103425-2,06461905-1
05403459-1,06461905-1
05521867-4,06461905-1
05656533-1,06461905-1
05917488-2,06461905-1
05940718-2,06461905-1
06133164-1,06461905-1
06198664-1,06461905-1
06331954-2,06461905-1
06461905-1,06461905-1
06461905-2,06461905-1
06461905-3,06461905-1
06469939-3,06461905-1
06472236-3,06461905-1
06566230-1,06461905-1
06751146-3,06461905-1
06461905-1,06461905-2
06461905-2,06461905-2
06461905-3,06461905-2
06670227-2,06461905-2
04932525-2,06461905-3
05403459-1,06461905-3
05656533-1,06461905-3
05917488-2,06461905-3
05940718-2,06461905-3
06133164-1,06461905-3
06331954-2,06461905-3
06461905-1,06461905-3
06461905-2,06461905-3
06461905-3,06461905-3
06472236-3,06461905-3
06693009-3,06461905-3
03978472-1,06461914-2
05516363-2,06461914-2
05721167-3,06461914-2
05919548-1,06461914-2
06039803-2,06461914-2
06461914-2,06461914-2
06790719-4,06461914-2
06461962-2,06461962-2
05667631-2,06461980-1
06461980-1,06461980-1
06132802-4,06461983-2
06461983-2,06461983-2
06461983-3,06461983-2
06132802-4,06461983-3
06461983-2,06461983-3
06461983-3,06461983-3
05183205-1,06462274-2
05473512-3,06462274-2
05641946-1,06462274-2
05646828-3,06462274-2
06340846-4,06462274-2
06462274-2,06462274-2
05880620-4,06462365-2
05901257-3,06462365-2
06462365-2,06462365-2
05212106-2,06462381-1
05960322-3,06462381-1
06462381-1,06462381-1
06462414-1,06462414-1
06627517-1,06462414-1
03940979-3,06462489-3
05093866-4,06462489-3
06259943-3,06462489-3
06462489-3,06462489-3
04044371-2,06462541-1
04088954-5,06462541-1
04217492-1,06462541-1
06072382-2,06462541-1
06462541-1,06462541-1
06713195-2,06462541-1
04175552-1,06462577-6
05315172-1,06462577-6
05592102-1,06462577-6
05754063-1,06462577-6
05821787-2,06462577-6
05977793-4,06462577-6
06462577-6,06462577-6
06462577-7,06462577-6
04175552-1,06462577-7
05315172-1,06462577-7
05592102-1,06462577-7
05754063-1,06462577-7
05977793-4,06462577-7
06462577-6,06462577-7
06462577-7,06462577-7
06459335-3,06462621-1
06462621-1,06462621-1
06462621-3,06462621-1
06459335-3,06462621-3
06462621-1,06462621-3
06462621-3,06462621-3
04106011-1,06462690-2
06000665-2,06462690-2
06147522-1,06462690-2
06147522-4,06462690-2
06462690-2,06462690-2
06462690-3,06462690-2
06522273-5,06462690-2
06147522-1,06462690-3
06147522-4,06462690-3
06462690-2,06462690-3
06462690-3,06462690-3
04442529-1,06462695-2
05357379-1,06462695-2
05587684-1,06462695-2
06462695-2,06462695-2
04595875-5,06463097-2
05130574-1,06463097-2
05559450-2,06463097-2
06154050-2,06463097-2
06463097-2,06463097-2
06765408-1,06463097-2
04779262-3,06463271-2
06434395-1,06463271-2
06463271-2,06463271-2
03948027-1,06463471-1
06463471-1,06463471-1
06463471-4,06463471-1
03948027-1,06463471-4
06385550-2,06463471-4
06463471-1,06463471-4
06463471-4,06463471-4
05179859-1,06463798-3
05956589-1,06463798-3
06384762-3,06463798-3
06463798-3,06463798-3
05933470-1,06464513-1
06464513-1,06464513-1
04627288-3,06464790-5
05292137-3,06464790-5
05673922-3,06464790-5
05740009-10,06464790-5
06026762-5,06464790-5
06464790-5,06464790-5
04627288-3,06464795-10
05083865-3,06464795-10
05271264-1,06464795-10
05292137-3,06464795-10
05673922-3,06464795-10
05709772-3,06464795-10
05846332-7,06464795-10
05951776-1,06464795-10
05985033-1,06464795-10
06026762-5,06464795-10
06464795-10,06464795-10
04935334-1,06465141-2
05609995-3,06465141-2
06297877-1,06465141-2
06465141-2,06465141-2
06465141-3,06465141-2
04452124-2,06465141-3
04935334-1,06465141-3
05129991-1,06465141-3
06465141-2,06465141-3
06465141-3,06465141-3
06486956-1,06465141-3
06646902-2,06465141-3
06813178-4,06465141-3
06465266-1,06465266-1
06465266-2,06465266-1
06465266-1,06465266-2
06465266-2,06465266-2
04896243-1,06465307-1
05089872-3,06465307-1
06060372-3,06465307-1
06465307-1,06465307-1
06482688-2,06465307-1
06677201-1,06465307-1
06682980-3,06465307-1
06709938-1,06465307-1
06787425-4,06465307-1
06927137-2,06465307-1
05880511-1,06465313-2
06271122-3,06465313-2
06465313-2,06465313-2
06566718-4,06465313-2
05458732-2,06465339-3
05880026-2,06465339-3
06465339-3,06465339-3
03895263-1,06465355-1
06465355-1,06465355-1
06674383-2,06465355-1
04936950-1,06465373-1
05656531-2,06465373-1
05656886-2,06465373-1
05691228-1,06465373-1
06417537-1,06465373-1
06465373-1,06465373-1
06562684-4,06465373-1
05604214-1,06465494-1
06465494-1,06465494-1
06465732-1,06465732-1
06448507-2,06465745-1
06465745-1,06465745-1
04439938-1,06465898-2
05134355-1,06465898-2
06116423-2,06465898-2
06465898-2,06465898-2
06433712-2,06466041-3
06466041-3,06466041-3
06201407-3,06466050-2
06466050-2,06466050-2
06466050-3,06466050-2
06201407-3,06466050-3
06466050-2,06466050-3
06466050-3,06466050-3
06466078-1,06466078-1
05864509-1,06466081-1
05955924-1,06466081-1
05955924-2,06466081-1
06014062-2,06466081-1
06121804-3,06466081-1
06466081-1,06466081-1
06469574-3,06466081-1
06545524-4,06466081-1
06876263-0,06466081-1
06466093-1,06466093-1
06151203-10,06466426-3
06158384-3,06466426-3
06185839-2,06466426-3
06466426-3,06466426-3
06466426-4,06466426-3
06466426-6,06466426-3
05851926-7,06466426-4
06151203-10,06466426-4
06158384-3,06466426-4
06185839-2,06466426-4
06391790-1,06466426-4
06466426-3,06466426-4
06466426-4,06466426-4
06466426-6,06466426-4
06537011-3,06466426-4
06537011-7,06466426-4
06151203-10,06466426-6
06158384-3,06466426-6
06185839-2,06466426-6
06466426-3,06466426-6
06466426-4,06466426-6
06466426-6,06466426-6
05673198-2,06466520-1
05789938-2,06466520-1
06069849-2,06466520-1
06219305-5,06466520-1
06466520-1,06466520-1
06466520-2,06466520-1
05673198-2,06466520-2
05789938-2,06466520-2
06069849-2,06466520-2
06219305-5,06466520-2
06466520-1,06466520-2
06466520-2,06466520-2
05751179-1,06466528-2
06204787-1,06466528-2
06466528-2,06466528-2
06466528-3,06466528-2
05751179-1,06466528-3
06466528-2,06466528-3
06466528-3,06466528-3
06466549-1,06466549-1
04003770-2,06466881-2
04645503-1,06466881-2
05373734-1,06466881-2
05540824-3,06466881-2
05904778-2,06466881-2
06001227-3,06466881-2
06080529-7,06466881-2
06116032-2,06466881-2
06162297-3,06466881-2
06466881-2,06466881-2
06592707-6,06466881-2
06777045-2,06466881-2
03974325-1,06466895-2
05745332-2,06466895-2
06085688-1,06466895-2
06244931-2,06466895-2
06466895-2,06466895-2
06535779-3,06466895-2
06556949-1,06466895-2
06694210-1,06466895-2
06952656-0,06466895-2
06952656-2,06466895-2
06952656-3,06466895-2
06952656-4,06466895-2
06952656-6,06466895-2
06952656-7,06466895-2
05080754-3,06467006-2
06467006-2,06467006-2
04822084-1,06467009-1
05198706-1,06467009-1
05267187-4,06467009-1
05448493-3,06467009-1
05453706-1,06467009-1
05844424-1,06467009-1
06467009-1,06467009-1
05452243-2,06467073-1
05656949-3,06467073-1
05872802-2,06467073-1
05909450-1,06467073-1
06467073-1,06467073-1
06490712-2,06467073-1
06507932-2,06467073-1
06615393-1,06467073-1
06678879-2,06467073-1
06678879-3,06467073-1
06069095-1,06467490-1
06467490-1,06467490-1
05666083-2,06467942-3
05789981-1,06467942-3
06467942-3,06467942-3
05021121-1,06468136-4
05338398-2,06468136-4
06221174-6,06468136-4
06468136-4,06468136-4
05047648-1,06468362-1
05292399-2,06468362-1
05358493-3,06468362-1
06468362-1,06468362-1
04567432-4,06468856-3
04910165-2,06468856-3
06013553-3,06468856-3
06468856-3,06468856-3
05210446-1,06468876-2
06268246-1,06468876-2
06468876-2,06468876-2
05840598-1,06468891-1
06064120-1,06468891-1
06329832-3,06468891-1
06468891-1,06468891-1
06602430-1,06468891-1
06666997-2,06468891-1
05301006-1,06468917-2
05430305-1,06468917-2
05705821-2,06468917-2
06098867-2,06468917-2
06146014-2,06468917-2
06248600-3,06468917-2
06358852-1,06468917-2
06468917-2,06468917-2
06488405-1,06468917-2
06546513-1,06468917-2
06546513-2,06468917-2
06546513-9,06468917-2
06413871-4,06468927-2
06468927-2,06468927-2
06468927-3,06468927-2
04289842-1,06468927-3
04793253-1,06468927-3
05260236-2,06468927-3
05671292-1,06468927-3
05705233-3,06468927-3
05748434-1,06468927-3
05776193-1,06468927-3
06013584-1,06468927-3
06143078-2,06468927-3
06413871-4,06468927-3
06468927-2,06468927-3
06468927-3,06468927-3
06524969-2,06468927-3
06596653-2,06468927-3
06667248-2,06468927-3
06667248-4,06468927-3
06812153-6,06468927-3
04959318-1,06469258-1
05502872-2,06469258-1
05689464-4,06469258-1
05854511-2,06469258-1
05986334-1,06469258-1
06469258-1,06469258-1
06469258-2,06469258-1
06469258-3,06469258-1
06469258-4,06469258-1
06469258-7,06469258-1
06469258-8,06469258-1
06555899-2,06469258-1
06750545-1,06469258-1
06750545-2,06469258-1
06750545-4,06469258-1
06833619-4,06469258-1
06867071-2,06469258-1
06876068-2,06469258-1
06876068-3,06469258-1
06876068-4,06469258-1
06936922-4,06469258-1
05854511-2,06469258-2
05986334-1,06469258-2
06258629-3,06469258-2
06448633-4,06469258-2
06469258-1,06469258-2
06469258-2,06469258-2
06469258-3,06469258-2
06469258-4,06469258-2
06469258-7,06469258-2
06469258-8,06469258-2
06611047-1,06469258-2
05854511-2,06469258-3
05986334-1,06469258-3
06469258-1,06469258-3
06469258-2,06469258-3
06469258-3,06469258-3
06469258-4,06469258-3
06469258-7,06469258-3
06469258-8,06469258-3
05641946-1,06469258-4
05854511-2,06469258-4
05986334-1,06469258-4
06340846-4,06469258-4
06469258-1,06469258-4
06469258-2,06469258-4
06469258-3,06469258-4
06469258-4,06469258-4
06469258-7,06469258-4
06469258-8,06469258-4
06515356-3,06469258-4
05854511-2,06469258-7
05986334-1,06469258-7
06340846-4,06469258-7
06469258-1,06469258-7
06469258-2,06469258-7
06469258-3,06469258-7
06469258-4,06469258-7
06469258-7,06469258-7
06469258-8,06469258-7
06515356-3,06469258-7
05318451-5,06469258-8
05689464-4,06469258-8
05854511-2,06469258-8
05986334-1,06469258-8
06469258-1,06469258-8
06469258-2,06469258-8
06469258-3,06469258-8
06469258-4,06469258-8
06469258-7,06469258-8
06469258-8,06469258-8
06476478-2,06469258-8
06646290-3,06469258-8
06750545-1,06469258-8
06448633-1,06469369-1
06448633-2,06469369-1
06448633-3,06469369-1
06448633-6,06469369-1
06469369-1,06469369-1
06475827-1,06469369-1
06475827-2,06469369-1
06525406-2,06469369-1
06525406-6,06469369-1
06525406-9,06469369-1
04765397-1,06469381-1
05080978-4,06469381-1
06214131-1,06469381-1
06256199-4,06469381-1
06469381-1,06469381-1
06504242-1,06469381-1
06748350-1,06469381-1
06756669-2,06469381-1
06867978-0,06469381-1
06867978-5,06469381-1
05652479-2,06469454-2
06469454-2,06469454-2
06469454-3,06469454-2
05652479-2,06469454-3
06469454-2,06469454-3
06469454-3,06469454-3
05366933-2,06469482-1
06469482-1,06469482-1
06469482-2,06469482-1
05262990-2,06469482-2
05366933-2,06469482-2
06469482-1,06469482-2
06469482-2,06469482-2
04903285-2,06469533-3
04972362-4,06469533-3
05021853-1,06469533-3
05111067-1,06469533-3
05235549-2,06469533-3
05708291-2,06469533-3
05802602-4,06469533-3
06157206-3,06469533-3
06430043-1,06469533-3
06469533-3,06469533-3
06885604-0,06469533-3
06903598-5,06469533-3
06469569-1,06469569-1
06469570-1,06469570-1
06469570-2,06469570-1
06469570-1,06469570-2
06469570-2,06469570-2
04984203-1,06469574-3
05864509-1,06469574-3
06014062-2,06469574-3
06121804-3,06469574-3
06466081-1,06469574-3
06469574-3,06469574-3
06502231-1,06469574-3
06502231-4,06469574-3
06545524-4,06469574-3
04830972-1,06469648-1
06469648-1,06469648-1
04520351-2,06469650-1
04836308-3,06469650-1
05886658-1,06469650-1
06377198-2,06469650-1
06469650-1,06469650-1
05892579-1,06469784-1
05900981-4,06469784-1
05966223-3,06469784-1
06122046-1,06469784-1
06124924-1,06469784-1
