Games	Sport	Event	Athlete(s)	CountryCode	CountryName	Medal	ResultInSeconds
1936	Rowing	Coxless Pairs Men	Peter Olsen, Harry Larsen	DEN	Denmark	Silver	499.2
1936	Rowing	Coxless Pairs Men	Horacio Podest?, Julio Curatella	ARG	Argentina	Bronze	503
1936	Rowing	Double Sculls Men	Jack Beresford, Dick Southwood	GBR	Great Britain	Gold	440.8
1936	Rowing	Double Sculls Men	Joachim Pirsch, Willi Kaidel	GER	Germany	Silver	446.2
1936	Rowing	Double Sculls Men	Jerzy Ustupski, Roger Verey	POL	Poland	Bronze	456.2
1936	Rowing	Eights Men	Charles Day, Gordon Adam, Donald Hume, George Hunt, James McMillin, Bob Moch, Herbert Morris, Joseph Rantz, John White	USA	United States of America	Gold	385.4
1936	Rowing	Eights Men	Ottorino Quaglierini, Cesare Milani, Dante Secchi, Enrico Garzelli, Oreste Grossi, Mario Checcacci, Guglielmo Del Bimbo, Dino Barsotti, Enzo Bartolini	KIT	Italy	Silver	386
1936	Rowing	Eights Men	Hans-Joachim Hannemann, Heinz Kaufmann, Hans Kuschke, Herbert Schmidt, Werner Loeckle, Wilhelm Mahlow, Helmut Radach, Alfred Rieck, Gerd V?ls	GER	Germany	Bronze	386.4
1936	Rowing	Single Sculls Men	Gustav Sch?fer	GER	Germany	Gold	501.5
1936	Rowing	Single Sculls Men	Josef Hasen?hrl	AUT	Austria	Silver	505.8
1936	Rowing	Single Sculls Men	Daniel Barrow	USA	United States of America	Bronze	508
1936	Swimming	100m Backstroke Men	Adolph Kiefer	USA	United States of America	Gold	65.9
1936	Swimming	100m Backstroke Men	Albert VandeWeghe	USA	United States of America	Silver	67.7
1936	Swimming	100m Backstroke Men	Masaji Kiyokawa	JPN	Japan	Bronze	68.4
1936	Swimming	100m Backstroke Women	Nida Senff	NED	Netherlands	Gold	78.9
1936	Swimming	100m Backstroke Women	Rie Mastenbroek	NED	Netherlands	Silver	79.2
1936	Swimming	100m Backstroke Women	Alice Bridges	USA	United States of America	Bronze	79.4
1936	Swimming	100m Freestyle Men	Ferenc Csik	HUN	Hungary	Gold	57.6
1936	Swimming	100m Freestyle Men	Masonori Yusa	JPN	Japan	Silver	57.9
1936	Swimming	100m Freestyle Men	Shigeo Arai	JPN	Japan	Bronze	58
1936	Swimming	100m Freestyle Women	Rie Mastenbroek	NED	Netherlands	Gold	65.9
1936	Swimming	100m Freestyle Women	Jeannette Campbell	ARG	Argentina	Silver	66.4
1936	Swimming	100m Freestyle Women	Gisela Arendt	GER	Germany	Bronze	66.6
1936	Swimming	1500m Freestyle Men	Noboru Terada	JPN	Japan	Gold	1153.7
1936	Swimming	1500m Freestyle Men	Jack Medica	USA	United States of America	Silver	1174
1936	Swimming	1500m Freestyle Men	Shumpei Uto	JPN	Japan	Bronze	1174.5
1936	Swimming	200m Breaststroke Men	Tetsuo Hamuro	JPN	Japan	Gold	161.5
1936	Swimming	200m Breaststroke Men	Erwin Sietas	GER	Germany	Silver	162.9
1936	Swimming	200m Breaststroke Men	Reizo Koike	JPN	Japan	Bronze	164.2
1936	Swimming	200m Breaststroke Women	Hideko Maehata	JPN	Japan	Gold	183.6
1936	Swimming	200m Breaststroke Women	Martha Genenger	GER	Germany	Silver	184.2
1936	Swimming	200m Breaststroke Women	Inge S?rensen	DEN	Denmark	Bronze	187.8
1936	Swimming	400m Freestyle Men	Jack Medica	USA	United States of America	Gold	284.5
1936	Swimming	400m Freestyle Men	Shumpei Uto	JPN	Japan	Silver	285.6
1936	Swimming	400m Freestyle Men	Shozo Makino	JPN	Japan	Bronze	288.1
1936	Swimming	400m Freestyle Women	Rie Mastenbroek	NED	Netherlands	Gold	326.4
1936	Swimming	400m Freestyle Women	Ragnhild Hveger	DEN	Denmark	Silver	327.5
1936	Swimming	400m Freestyle Women	Lenore Kight-Wingard	USA	United States of America	Bronze	329
1936	Swimming	4x100m Freestyle Relay Women	Jopie Selbach, Tini Wagner, Willie den Ouden, Rie Mastenbroek	NED	Netherlands	Gold	276
1936	Swimming	4x100m Freestyle Relay Women	Leni Lohmar, Gisela Arendt, Ruth Halbsguth, Inge Schmitz	GER	Germany	Silver	276.8
1936	Swimming	4x100m Freestyle Relay Women	Mavis Freeman, Bernice Lapp, Olive McKean, Katherine Rawls	USA	United States of America	Bronze	280.2
1936	Swimming	4x200m Freestyle Relay Men	Shigeo Arai, Shigeo Sugiura, Masahari Taguchi, Masonori Yusa	JPN	Japan	Gold	531.5
1936	Swimming	4x200m Freestyle Relay Men	Paul Wolf, Ralph Flanagan, John Macionis, Jack Medica	USA	United States of America	Silver	543
1936	Swimming	4x200m Freestyle Relay Men	?rp?d Lengyel, ?d?n Gr?f, Ferenc Csik, Oszk?r Abay Nemes	HUN	Hungary	Bronze	552.3
1932	Athletics	10000m Men	Janusz Kusocieski	POL	Poland	Gold	1811.4
1932	Athletics	10000m Men	Volmari Iso-Hollo	FIN	Finland	Silver	1812.6
1932	Athletics	10000m Men	Lauri Virtanen	FIN	Finland	Bronze	1835
1932	Athletics	100m Men	Eddie Tolan	USA	United States of America	Gold	10.3
1932	Athletics	100m Men	Ralph Metcalfe	USA	United States of America	Silver	10.3
1932	Athletics	100m Men	Arthur Jonath	GER	Germany	Bronze	10.4
1932	Athletics	100m Women	Stanislawa Walasiewicz	POL	Poland	Gold	11.9
1932	Athletics	100m Women	Hilda Strike	CAN	Canada	Silver	11.9
1932	Athletics	100m Women	Wilhelmina Von Bremen	USA	United States of America	Bronze	12
1932	Athletics	110m Hurdles Men	George Saling	USA	United States of America	Gold	14.6
1932	Athletics	110m Hurdles Men	Percy Beard	USA	United States of America	Silver	14.7
1932	Athletics	110m Hurdles Men	Donald Finlay	GBR	Great Britain	Bronze	14.8
1932	Athletics	1500m Men	Luigi Beccali	KIT	Italy	Gold	231.2
1932	Athletics	1500m Men	John Cornes	GBR	Great Britain	Silver	232.6
1932	Athletics	1500m Men	Philip Edwards	CAN	Canada	Bronze	232.8
1932	Athletics	200m Men	Eddie Tolan	USA	United States of America	Gold	21.2
1932	Athletics	200m Men	George Simpson	USA	United States of America	Silver	21.4
1932	Athletics	200m Men	Ralph Metcalfe	USA	United States of America	Bronze	21.5
1932	Athletics	3000m Steeplechase Men	Volmari Iso-Hollo	FIN	Finland	Gold	549.1907514451
1932	Athletics	3000m Steeplechase Men	Thomas Evenson	GBR	Great Britain	Silver	560.289017341
1932	Athletics	3000m Steeplechase Men	Joseph McCluskey	USA	United States of America	Bronze	560.289017341
1932	Athletics	400m Hurdles Men	Bob Tisdall	IRL	Ireland	Gold	51.7
1932	Athletics	400m Hurdles Men	Glenn Hardin	USA	United States of America	Silver	51.9
1932	Athletics	400m Hurdles Men	Morgan Taylor	USA	United States of America	Bronze	52
1932	Athletics	400m Men	Bill Carr	USA	United States of America	Gold	46.2
1932	Athletics	400m Men	Ben Eastman	USA	United States of America	Silver	46.4
1932	Athletics	400m Men	Alexander Wilson	CAN	Canada	Bronze	47.4
1932	Athletics	4x100m Relay Men	Robert Kiesel, Hector Dyer, Emmett Toppino, Frank Wykoff	USA	United States of America	Gold	40
1932	Athletics	4x100m Relay Men	Erich Borchmeyer, Helmuth K?rnig, Arthur Jonath, Fritz Hendrix	GER	Germany	Silver	40.9
1932	Athletics	4x100m Relay Men	Ruggero Maregatti, Giuseppe Castelli, Edgardo Toetti, Gabriele Salviati	KIT	Italy	Bronze	41.2
1932	Athletics	4x100m Relay Women	Mary Carew, Evelyn Furtsch, Wilhelmina Von Bremen, Annette Rogers	USA	United States of America	Gold	47
1932	Athletics	4x100m Relay Women	Hilda Strike, Mary Frizzel, Mildred Frizzel, Lillian Palmer	CAN	Canada	Silver	47
1932	Athletics	4x100m Relay Women	Gwendoline Porter, Eileen Hiscock, Nellie Halstead, Violet Webb	GBR	Great Britain	Bronze	47.6
1932	Athletics	4x400m Relay Men	Karl Warner, Bill Carr, Edgar Ablowich, Ivan Fuqua	USA	United States of America	Gold	188.2
1932	Athletics	4x400m Relay Men	Lord David Burghley, Thomas Hampson, Godfrey Rampling, Crew Stoneley	GBR	Great Britain	Silver	191.2
1932	Athletics	4x400m Relay Men	Alexander Wilson, Raymond Lewis, James Ball, Philip Edwards	CAN	Canada	Bronze	192.8
1932	Athletics	5000m Men	Lauri Lehtinen	FIN	Finland	Gold	870
1932	Athletics	5000m Men	Ralph Hill	USA	United States of America	Silver	870
1932	Athletics	5000m Men	Lauri Virtanen	FIN	Finland	Bronze	884
1932	Athletics	50km Walk Men	Tommy Green	GBR	Great Britain	Gold	17410
1932	Athletics	50km Walk Men	J?nis Dalins	LAT	Latvia	Silver	17840
1932	Athletics	50km Walk Men	Ugo Frigerio	KIT	Italy	Bronze	17946
1932	Athletics	800m Men	Thomas Hampson	GBR	Great Britain	Gold	109.7
1932	Athletics	800m Men	Alexander Wilson	CAN	Canada	Silver	109.9
1932	Athletics	800m Men	Philip Edwards	CAN	Canada	Bronze	111.5
1932	Athletics	Marathon Men	Juan Carlos Zabala	ARG	Argentina	Gold	9096
1932	Athletics	Marathon Men	Samuel Ferris	GBR	Great Britain	Silver	9115
1932	Athletics	Marathon Men	Armas Toivonen	FIN	Finland	Bronze	9132
1932	Rowing	Coxless Fours Men	Hugh Edwards, Jack Beresford, John Badcock, Roland George	GBR	Great Britain	Gold	418.2
1932	Rowing	Coxless Fours Men	Hans Maier, Karl Aletter, Walter Flinsch, Ernst Gaber	GER	Germany	Silver	423
1932	Rowing	Coxless Fours Men	Francesco Cossu, Giliante d'Este, Antonio Ghiardello, Antonio Garzoni Provenzani	KIT	Italy	Bronze	424
1932	Rowing	Coxless Pairs Men	Lewis Clive, Hugh Edwards	GBR	Great Britain	Gold	480
1932	Rowing	Coxless Pairs Men	Cyril Stiles, Fred Thompson	NZL	New Zealand	Silver	482.4
1932	Rowing	Coxless Pairs Men	Janusz Mikolajczak, Henryk Budzinski	POL	Poland	Bronze	488.2
1932	Rowing	Double Sculls Men	William Gilmore, Kenneth Myers	USA	United States of America	Gold	437.4
1932	Rowing	Double Sculls Men	Gerhard Boetzelen, Herbert Buhtz	GER	Germany	Silver	442.8
1932	Rowing	Double Sculls Men	No?l de Mille, Ned Pratt	CAN	Canada	Bronze	447.6
1932	Rowing	Eights Men	Charles Chandler, James Blair, David Dunlap, Norris Graham, Duncan Gregg, Winslow Hall, Harold Tower, Edwin Salisbury, Burton Jastram	USA	United States of America	Gold	397.6
1932	Rowing	Eights Men	Cesare Milani, Enrico Garzelli, Guglielmo Del Bimbo, Renato Bracci, Mario Balleri, Renato Barbieri, Dino Barsotti, Vittorio Cioni, Roberto Vestrini	KIT	Italy	Silver	397.8
1932	Rowing	Eights Men	Donald Boal, Earl Eastwood, Harry Fry, Joseph Harris, Cedric Liddell, George MacDonald, Albert Taylor, William Thoburn, Stanley Stanyar	CAN	Canada	Bronze	400.4
1932	Rowing	Single Sculls Men	Bobby Pearce	AUS	Australia	Gold	464.4
1932	Rowing	Single Sculls Men	William Miller	USA	United States of America	Silver	465.2
1932	Rowing	Single Sculls Men	Guillermo Douglas	URU	Uruguay	Bronze	493.6
1932	Swimming	100m Backstroke Men	Masaji Kiyokawa	JPN	Japan	Gold	68.6
1932	Swimming	100m Backstroke Men	Toshio Irie	JPN	Japan	Silver	69.8
1932	Swimming	100m Backstroke Men	Kentaro Kawatsu	JPN	Japan	Bronze	70
1932	Swimming	100m Backstroke Women	Eleanor Holm	USA	United States of America	Gold	79.4
1932	Swimming	100m Backstroke Women	Bonnie Mealing	AUS	Australia	Silver	81.3
1932	Swimming	100m Backstroke Women	Elizabeth Davies	GBR	Great Britain	Bronze	82.5
1932	Swimming	100m Freestyle Men	Yasuji Miyazaki	JPN	Japan	Gold	58.2
1932	Swimming	100m Freestyle Men	Tatsugo Kawaishi	JPN	Japan	Silver	58.6
1932	Swimming	100m Freestyle Men	Albert Schwartz	USA	United States of America	Bronze	58.8
1932	Swimming	100m Freestyle Women	Helene Madison	USA	United States of America	Gold	66.8
1932	Swimming	100m Freestyle Women	Willie den Ouden	NED	Netherlands	Silver	67.8
1932	Swimming	100m Freestyle Women	Eleanor Garatti-Saville	USA	United States of America	Bronze	69.3
1932	Swimming	1500m Freestyle Men	Kusuo Kitamura	JPN	Japan	Gold	1152.4
1932	Swimming	1500m Freestyle Men	Shozo Makino	JPN	Japan	Silver	1154.1
1932	Swimming	1500m Freestyle Men	James Cristy	USA	United States of America	Bronze	1179.5
1932	Swimming	200m Breaststroke Men	Yoshiyuki Tsuruta	JPN	Japan	Gold	165.4
1932	Swimming	200m Breaststroke Men	Reizo Koike	JPN	Japan	Silver	166.6
1932	Swimming	200m Breaststroke Men	Teofilo Yldefonzo	PHI	Philippines	Bronze	167.1
1932	Swimming	200m Breaststroke Women	Claire Dennis	AUS	Australia	Gold	186.3
1932	Swimming	200m Breaststroke Women	Hideko Maehata	JPN	Japan	Silver	186.4
1932	Swimming	200m Breaststroke Women	Else Jacobsen	DEN	Denmark	Bronze	187.1
1932	Swimming	400m Freestyle Men	Buster Crabbe	USA	United States of America	Gold	288.4
1932	Swimming	400m Freestyle Men	Jean Taris	FRA	France	Silver	288.5
1932	Swimming	400m Freestyle Men	Tsutomu Oyokota	JPN	Japan	Bronze	292.3
1932	Swimming	400m Freestyle Women	Helene Madison	USA	United States of America	Gold	328.5
1932	Swimming	400m Freestyle Women	Lenore Kight-Wingard	USA	United States of America	Silver	328.6
1932	Swimming	400m Freestyle Women	Jenny Maakal	SAF	South Africa	Bronze	347.3
1932	Swimming	4x100m Freestyle Relay Women	Helen Johns, Eleanor Garatti-Saville, Helene Madison, Josephine McKim	USA	United States of America	Gold	278
1932	Swimming	4x100m Freestyle Relay Women	Puck Oversloot, Corrie Ladd?, Willie den Ouden, Marie Vierdag	NED	Netherlands	Silver	287.5
1932	Swimming	4x100m Freestyle Relay Women	Helen Varcoe, Edna Hughes, Joyce Cooper, Elizabeth Davies	GBR	Great Britain	Bronze	292.4
1932	Swimming	4x200m Freestyle Relay Men	Takashi Yokoyama, Masonori Yusa, Hisakichi Toyoda, Yasuji Miyazaki	JPN	Japan	Gold	538.4
1932	Swimming	4x200m Freestyle Relay Men	Maiola Kalili, Manuella Kalili, George Fissler, Frank Booth	USA	United States of America	Silver	550.5
1932	Swimming	4x200m Freestyle Relay Men	Istv?n B?r?ny, L?szl? Szabados, Andr?s Sz?kely, Andr?s Wani?	HUN	Hungary	Bronze	571.4
1928	Athletics	10000m Men	Paavo Nurmi	FIN	Finland	Gold	1818.8
1928	Athletics	10000m Men	Ville Ritola	FIN	Finland	Silver	1819.4
1928	Athletics	10000m Men	Edvin Wide	SWE	Sweden	Bronze	1860.8
1928	Athletics	100m Men	Percy Williams	CAN	Canada	Gold	10.8
1928	Athletics	100m Men	Jack London	GBR	Great Britain	Silver	10.9
1928	Athletics	100m Men	Georg Lammers	GER	Germany	Bronze	10.9
1928	Athletics	100m Women	Elizabeth Robinson	USA	United States of America	Gold	12.2
1928	Athletics	100m Women	Fanny Rosenfeld	CAN	Canada	Silver	12.3
1928	Athletics	100m Women	Ethel Smith	CAN	Canada	Bronze	12.3
1928	Athletics	110m Hurdles Men	Sidney Atkinson	SAF	South Africa	Gold	14.8
1928	Athletics	110m Hurdles Men	Stephen Anderson	USA	United States of America	Silver	14.8
1928	Athletics	110m Hurdles Men	John Collier	USA	United States of America	Bronze	14.9
1928	Athletics	1500m Men	Harry Larva	FIN	Finland	Gold	233.2
1928	Athletics	1500m Men	Jules Ladoum?gue	FRA	France	Silver	233.8
1928	Athletics	1500m Men	Eino Purje-Borg	FIN	Finland	Bronze	236.4
1928	Athletics	200m Men	Percy Williams	CAN	Canada	Gold	21.8
1928	Athletics	200m Men	Walter Rangeley	GBR	Great Britain	Silver	21.9
1928	Athletics	200m Men	Helmuth K?rnig	GER	Germany	Bronze	21.9
1928	Athletics	3000m Steeplechase Men	Toivo Loukola	FIN	Finland	Gold	561.8
1928	Athletics	3000m Steeplechase Men	Paavo Nurmi	FIN	Finland	Silver	571.2
1928	Athletics	3000m Steeplechase Men	Ove Andersen	FIN	Finland	Bronze	575.6
1928	Athletics	400m Hurdles Men	Lord David Burghley	GBR	Great Britain	Gold	53.4
1928	Athletics	400m Hurdles Men	Frank Cuhel	USA	United States of America	Silver	53.6
1928	Athletics	400m Hurdles Men	Morgan Taylor	USA	United States of America	Bronze	53.6
1928	Athletics	400m Men	Raymond Barbuti	USA	United States of America	Gold	47.8
1928	Athletics	400m Men	James Ball	CAN	Canada	Silver	48
1928	Athletics	400m Men	Joachim B?chner	GER	Germany	Bronze	48.2
1928	Athletics	4x100m Relay Men	Charles Borah, Jimmy Quinn, Frank Wykoff, Hank Russell	USA	United States of America	Gold	41
1928	Athletics	4x100m Relay Men	Richard Corts, Georg Lammers, Helmuth K?rnig, Hubert Houben	GER	Germany	Silver	41.2
1928	Athletics	4x100m Relay Men	Cyril Gill, Jack London, Edward Smouha, Walter Rangeley	GBR	Great Britain	Bronze	41.8
1928	Athletics	4x100m Relay Women	Myrtle Cook, Florence Bell, Fanny Rosenfeld, Ethel Smith	CAN	Canada	Gold	48.4
1928	Athletics	4x100m Relay Women	Mary Washburn, Elizabeth Robinson, Jessie Cross, Loretta McNeil	USA	United States of America	Silver	48.8
1928	Athletics	4x100m Relay Women	Anni Holdmann, Leni Junker, Rosa Kellner, Leni Schmidt	GER	Germany	Bronze	49
1928	Athletics	4x400m Relay Men	Bud Spencer, Frederick Alderman, George Baird, Raymond Barbuti	USA	United States of America	Gold	194.2
1928	Athletics	4x400m Relay Men	Hermann Engelhard, Otto Neumann, Richard Krebs, Harry Storz	GER	Germany	Silver	194.8
1928	Athletics	4x400m Relay Men	Alexander Wilson, Stanley Glover, Philip Edwards, James Ball	CAN	Canada	Bronze	195.4
1928	Athletics	5000m Men	Ville Ritola	FIN	Finland	Gold	878
1928	Athletics	5000m Men	Paavo Nurmi	FIN	Finland	Silver	880
1928	Athletics	5000m Men	Edvin Wide	SWE	Sweden	Bronze	881.2
1928	Athletics	800m Men	Douglas Lowe	GBR	Great Britain	Gold	111.8
1928	Athletics	800m Men	Erik Byl?hn	SWE	Sweden	Silver	112.8
1928	Athletics	800m Men	Hermann Engelhard	GER	Germany	Bronze	113.2
1928	Athletics	800m Women	Lina Radke	GER	Germany	Gold	136.8
1928	Athletics	800m Women	Kinue Hitomi	JPN	Japan	Silver	137.6
1928	Athletics	800m Women	Inga Gentzel	SWE	Sweden	Bronze	137.8
1928	Athletics	Marathon Men	Bouguerra El Quafi	FRA	France	Gold	9177
1928	Athletics	Marathon Men	Manuel Plaza Reyes	CHI	Chile	Silver	9203
1928	Athletics	Marathon Men	Martti Marttelin	FIN	Finland	Bronze	9302
1928	Rowing	Coxless Fours Men	Richard Beesly, Edward Bevan, John Lander, Michael Warriner	GBR	Great Britain	Gold	396
1928	Rowing	Coxless Fours Men	William Miller, Charles Karle, George Heales, Ernest Bayer	USA	United States of America	Silver	397
1928	Rowing	Coxless Fours Men	Umberto Bond?, Pietro Freschi, Paolo Gennari, Cesare Rossi	KIT	Italy	Bronze	397.6
1928	Rowing	Coxless Pairs Men	Kurt Moeschter, Bruno M?ller	GER	Germany	Gold	426.4
1928	Rowing	Coxless Pairs Men	Robert Nisbet, Terence O'Brien	GBR	Great Britain	Silver	428.6
1928	Rowing	Coxless Pairs Men	John Schmitt, Paul McDowell	USA	United States of America	Bronze	440.4
1928	Rowing	Double Sculls Men	Paul Costello, Charles McIlvane	USA	United States of America	Gold	401.4
1928	Rowing	Double Sculls Men	Jack Guest, Joseph Wright	CAN	Canada	Silver	411
1928	Rowing	Double Sculls Men	Viktor Flessl, Leo Losert	AUT	Austria	Bronze	No result
1928	Rowing	Eights Men	William Dally, Peter Donlon, Francis Frederick, Donald Blessing, John Brinck, Hubert Caldwell, Marvin Stalder, James Workman, William Thompson	USA	United States of America	Gold	363.2
1928	Rowing	Eights Men	Harold West, Arthur Sulley, Guy Nickalls, Gordon Killick, Harold Lane, Jack Beresford, John Badcock, Donald Gollan, James Hamilton	GBR	Great Britain	Silver	365.6
1928	Rowing	Eights Men	Jack Hand, John Donnelly, Frank Fiddes, Frederick Hedges, Jack Murdock, Athol Meech, Cyril Norris, William Ross, Herbert Richardson	CAN	Canada	Bronze	No result
1928	Rowing	Single Sculls Men	Bobby Pearce	AUS	Australia	Gold	431
1928	Rowing	Single Sculls Men	Kenneth Myers	USA	United States of America	Silver	440.8
1928	Rowing	Single Sculls Men	Theodore Collet	GBR	Great Britain	Bronze	449.8
1928	Swimming	100m Backstroke Men	George Kojac	USA	United States of America	Gold	68.2
1928	Swimming	100m Backstroke Men	Walter Laufer	USA	United States of America	Silver	70
1928	Swimming	100m Backstroke Men	Paul Wyatt	USA	United States of America	Bronze	72
1928	Swimming	100m Backstroke Women	Maria Braun	NED	Netherlands	Gold	82
1928	Swimming	100m Backstroke Women	Ellen King	GBR	Great Britain	Silver	82.2
1928	Swimming	100m Backstroke Women	Joyce Cooper	GBR	Great Britain	Bronze	82.8
1928	Swimming	100m Freestyle Men	Johnny Weissmuller	USA	United States of America	Gold	58.6
1928	Swimming	100m Freestyle Men	Istv?n B?r?ny	HUN	Hungary	Silver	59.8
1928	Swimming	100m Freestyle Men	Katsuo Takaishi	JPN	Japan	Bronze	60
1928	Swimming	100m Freestyle Women	Albina Osipowich	USA	United States of America	Gold	71
1928	Swimming	100m Freestyle Women	Eleanor Garatti-Saville	USA	United States of America	Silver	71.4
1928	Swimming	100m Freestyle Women	Joyce Cooper	GBR	Great Britain	Bronze	73.6
1928	Swimming	1500m Freestyle Men	Arne Borg	SWE	Sweden	Gold	1191.8
1928	Swimming	1500m Freestyle Men	Andrew Charlton	AUS	Australia	Silver	1202.6
1928	Swimming	1500m Freestyle Men	Buster Crabbe	USA	United States of America	Bronze	1228.8
1928	Swimming	200m Breaststroke Men	Yoshiyuki Tsuruta	JPN	Japan	Gold	168.8
1928	Swimming	200m Breaststroke Men	Erich Rademacher	GER	Germany	Silver	170.6
1928	Swimming	200m Breaststroke Men	Teofilo Yldefonzo	PHI	Philippines	Bronze	176.4
1928	Swimming	200m Breaststroke Women	Hilde Schrader	GER	Germany	Gold	192.6
1928	Swimming	200m Breaststroke Women	Marie Baron	NED	Netherlands	Silver	195.2
1928	Swimming	200m Breaststroke Women	Lotte M?he	GER	Germany	Bronze	197.6
1928	Swimming	400m Freestyle Men	Alberto Zorrilla	ARG	Argentina	Gold	301.6
1928	Swimming	400m Freestyle Men	Andrew Charlton	AUS	Australia	Silver	303.6
1928	Swimming	400m Freestyle Men	Arne Borg	SWE	Sweden	Bronze	304.6
1928	Swimming	400m Freestyle Women	Martha Norelius	USA	United States of America	Gold	342.8
1928	Swimming	400m Freestyle Women	Maria Braun	NED	Netherlands	Silver	357.8
1928	Swimming	400m Freestyle Women	Josephine McKim	USA	United States of America	Bronze	360.2
1928	Swimming	4x100m Freestyle Relay Women	Martha Norelius, Adelaide Lambert, Albina Osipowich, Eleanor Garatti-Saville	USA	United States of America	Gold	287.6
1928	Swimming	4x100m Freestyle Relay Women	Ellen King, Joyce Cooper, Cissie Stewart, Vera Tanner	GBR	Great Britain	Silver	302.8
1928	Swimming	4x100m Freestyle Relay Women	Frederica van der Goes, Rhoda Rennie, Kathleen Russell, Marie Bedford	SAF	South Africa	Bronze	313.4
1928	Swimming	4x200m Freestyle Relay Men	Johnny Weissmuller, Walter Laufer, George Kojac, Austin Clapp	USA	United States of America	Gold	576.2
1928	Swimming	4x200m Freestyle Relay Men	Nobuo Arai, Tokuhei Sada, Hiroshi Yoneyama, Katsuo Takaishi	JPN	Japan	Silver	581.4
1928	Swimming	4x200m Freestyle Relay Men	James Thompson, Walter Spence, Garnet Ault, Frederik Bourne	CAN	Canada	Bronze	587.8
1924	Athletics	10000m Men	Ville Ritola	FIN	Finland	Gold	1823.2
1924	Athletics	10000m Men	Edvin Wide	SWE	Sweden	Silver	1855.2
1924	Athletics	10000m Men	Eero Berg	FIN	Finland	Bronze	1903
1924	Athletics	100m Men	Harold Abrahams	GBR	Great Britain	Gold	10.6
1924	Athletics	100m Men	Jackson Scholz	USA	United States of America	Silver	10.7
1924	Athletics	100m Men	Arthur Porritt	NZL	New Zealand	Bronze	10.8
1924	Athletics	110m Hurdles Men	Dan Kinsey	USA	United States of America	Gold	15
1924	Athletics	110m Hurdles Men	Sidney Atkinson	SAF	South Africa	Silver	15
1924	Athletics	110m Hurdles Men	Sten Pettersson	SWE	Sweden	Bronze	15.4
1924	Athletics	1500m Men	Paavo Nurmi	FIN	Finland	Gold	233.6
1924	Athletics	1500m Men	Willy Sch?rer	SUI	Switzerland	Silver	235
1924	Athletics	1500m Men	Henry Stallard	GBR	Great Britain	Bronze	235.6
1924	Athletics	200m Men	Jackson Scholz	USA	United States of America	Gold	21.6
1924	Athletics	200m Men	Charles Paddock	USA	United States of America	Silver	21.7
1924	Athletics	200m Men	Eric Liddell	GBR	Great Britain	Bronze	21.9
1924	Athletics	3000m Steeplechase Men	Ville Ritola	FIN	Finland	Gold	573.6
1924	Athletics	3000m Steeplechase Men	Elias Katz	FIN	Finland	Silver	584
1924	Athletics	3000m Steeplechase Men	Paul Bontemps	FRA	France	Bronze	585.2
1924	Athletics	400m Hurdles Men	Morgan Taylor	USA	United States of America	Gold	52.6
1924	Athletics	400m Hurdles Men	Erkka Wil?n	FIN	Finland	Silver	53.8
1924	Athletics	400m Hurdles Men	Ivan Riley	USA	United States of America	Bronze	54.2
1924	Athletics	400m Men	Eric Liddell	GBR	Great Britain	Gold	47.6
1924	Athletics	400m Men	Horatio Fitch	USA	United States of America	Silver	48.4
1924	Athletics	400m Men	Guy Butler	GBR	Great Britain	Bronze	48.6
1924	Athletics	4x100m Relay Men	Louis Clarke, Frank Hussey, Alfred LeConey, Loren Murchison	USA	United States of America	Gold	41
1924	Athletics	4x100m Relay Men	William Nichol, Harold Abrahams, Lancelot Royle, Walter Rangeley	GBR	Great Britain	Silver	41.2
1924	Athletics	4x100m Relay Men	Marinus van den Berge, Jacob Boot, Jan de Vries, Henricus Broos	NED	Netherlands	Bronze	41.8
1924	Athletics	4x400m Relay Men	Con Cochran, Alan Helffrich, Oliver MacDonald, Bill Stevenson	USA	United States of America	Gold	196
1924	Athletics	4x400m Relay Men	Artur Svensson, Gustav Weijnarth, Nils Engdahl, Erik Byl?hn	SWE	Sweden	Silver	197
1924	Athletics	5000m Men	Paavo Nurmi	FIN	Finland	Gold	871.2
1924	Athletics	5000m Men	Ville Ritola	FIN	Finland	Silver	871.4
1924	Athletics	5000m Men	Edvin Wide	SWE	Sweden	Bronze	901.8
1924	Athletics	800m Men	Douglas Lowe	GBR	Great Britain	Gold	112.4
1924	Athletics	800m Men	Paul Martin	SUI	Switzerland	Silver	112.6
1924	Athletics	800m Men	Schuyler Enck	USA	United States of America	Bronze	113
1924	Athletics	Marathon Men	Albin Stenroos	FIN	Finland	Gold	9682
1924	Athletics	Marathon Men	Romeo Bertini	KIT	Italy	Silver	10039
1924	Athletics	Marathon Men	Clarence DeMar	USA	United States of America	Bronze	10094
1924	Rowing	Coxless Fours Men	Maxwell Eley, Robert Morrison, Terence Sanders, James Macnabb	GBR	Great Britain	Gold	428.6
1924	Rowing	Coxless Fours Men	George MacKay, Archibald Black, Colin Finlayson, William Wood	CAN	Canada	Silver	438
1924	Rowing	Coxless Fours Men	Hans Walter, Emile Albrecht, Alfred Probst, Eugen Sigg-B?chthold	SUI	Switzerland	Bronze	No result
1924	Rowing	Coxless Pairs Men	Teun Beijnen, Wilhelm R?singh	NED	Netherlands	Gold	499.4
1924	Rowing	Coxless Pairs Men	Georges Piot, Maurice Bouton	FRA	France	Silver	501.6
