Games	Sport	Event	Athlete(s)	CountryCode	CountryName	Medal	ResultInSeconds
1968	Athletics	4x100m Relay Men	Ronnie-Ray Smith, Melvin Pender, Jim Hines, Charlie Greene	USA	United States of America	Gold	38.2
1968	Athletics	4x100m Relay Men	Enrique Figuerola, Hermes Ramirez, Pablo Montes, Juan Morales	CUB	Cuba	Silver	38.3
1968	Athletics	4x100m Relay Men	Claude Piquemal, G?rard F?nouil, Jocelyn Delecour, Roger Bambuck	FRA	France	Bronze	38.4
1968	Athletics	4x100m Relay Women	Margaret Bailes, Barbara Ferrell, Wyomia Tyus, Mildrette Netter	USA	United States of America	Gold	42.8
1968	Athletics	4x100m Relay Women	Violetta Quesada, Fulgencia Romay, Miguelina Cobi?n, Marlene Elejarde	CUB	Cuba	Silver	43.3
1968	Athletics	4x100m Relay Women	Galina Bukharina, Lyudmila Samotesova, Vera Popkova, Lyudmila Maslakova	URS	Soviet Union	Bronze	43.4
1968	Athletics	4x400m Relay Men	Lee Evans, Ron Freeman, Larry James, Vincent Matthews	USA	United States of America	Gold	176.1
1968	Athletics	4x400m Relay Men	Hezekiah Nyamau, Daniel Rudisha, Charles Asati, Naftali Bon	KEN	Kenya	Silver	179.6
1968	Athletics	4x400m Relay Men	Manfred Kinder, Martin Jellinghaus, Gerhard Hennige, Helmar M?ller	FRG	West Germany	Bronze	180.5
1968	Athletics	5000m Men	Mohamed Gammoudi	TUN	Tunisia	Gold	845
1968	Athletics	5000m Men	Kipchoge Keino	KEN	Kenya	Silver	845.2
1968	Athletics	5000m Men	Naftali Temu	KEN	Kenya	Bronze	846.4
1968	Athletics	50km Walk Men	Christoph H?hne	GDR	German Democratic Republic	Gold	15613
1968	Athletics	50km Walk Men	Antal Kiss	HUN	Hungary	Silver	16217
1968	Athletics	50km Walk Men	Larry Young	USA	United States of America	Bronze	16315
1968	Athletics	800m Men	Ralph Doubell	AUS	Australia	Gold	104.3
1968	Athletics	800m Men	Wilson Kiprugut	KEN	Kenya	Silver	104.5
1968	Athletics	800m Men	Thomas Farrell	USA	United States of America	Bronze	105.4
1968	Athletics	800m Women	Madeline Manning-Jackson	USA	United States of America	Gold	120.9
1968	Athletics	800m Women	Ileana Silai	ROM	Romania	Silver	122.5
1968	Athletics	800m Women	Maria Gommers	NED	Netherlands	Bronze	122.6
1968	Athletics	Marathon Men	Mamo Wolde	ETH	Ethiopia	Gold	8426
1968	Athletics	Marathon Men	Kenji Kimihara	JPN	Japan	Silver	8611
1968	Athletics	Marathon Men	Michael Ryan	NZL	New Zealand	Bronze	8625
1968	Canoeing	C1 1000m Canadian Singles Men	Tibor Tatai	HUN	Hungary	Gold	276.14
1968	Canoeing	C1 1000m Canadian Singles Men	Detlef Lewe	FRG	West Germany	Silver	278.31
1968	Canoeing	C1 1000m Canadian Singles Men	Vitaly Galkov	URS	Soviet Union	Bronze	280.42
1968	Canoeing	C2 1000m Canadian Pairs Men	Ivan Patzaichin, Serghei Covaliov	ROM	Romania	Gold	247.18
1968	Canoeing	C2 1000m Canadian Pairs Men	Gyula Petrikovics, Tam?s Wichmann	HUN	Hungary	Silver	248.77
1968	Canoeing	C2 1000m Canadian Pairs Men	Mikhail Zamotin, Naum Prokupets	URS	Soviet Union	Bronze	251.3
1968	Canoeing	K1 1000m Kayak Singles Men	Mih?ly Hesz	HUN	Hungary	Gold	242.63
1968	Canoeing	K1 1000m Kayak Singles Men	Aleksandr Shaparenko	URS	Soviet Union	Silver	243.58
1968	Canoeing	K1 1000m Kayak Singles Men	Erik Hansen	DEN	Denmark	Bronze	244.39
1968	Canoeing	K1 500m Kayak Singles Women	Lyudmila Pinayeva-Khvedosyuk	URS	Soviet Union	Gold	131.09
1968	Canoeing	K1 500m Kayak Singles Women	Renate Breuer	FRG	West Germany	Silver	132.71
1968	Canoeing	K1 500m Kayak Singles Women	Viorica Dumitru	ROM	Romania	Bronze	133.22
1968	Canoeing	K2 1000m Kayak Pairs Men	Vladimir Morozov, Aleksandr Shaparenko	URS	Soviet Union	Gold	217.54
1968	Canoeing	K2 1000m Kayak Pairs Men	Csaba Giczi, Istv?n Tim?r	HUN	Hungary	Silver	218.44
1968	Canoeing	K2 1000m Kayak Pairs Men	G?nther Pfaff, Gerhard Seibold	AUT	Austria	Bronze	220.71
1968	Canoeing	K2 500m Kayak Pairs Women	Roswitha Esser, Annemarie Zimmermann	FRG	West Germany	Gold	116.44
1968	Canoeing	K2 500m Kayak Pairs Women	Anna Pfeffer, Katalin Rozsny?i	HUN	Hungary	Silver	118.6
1968	Canoeing	K2 500m Kayak Pairs Women	Antonina Seredina, Lyudmila Pinayeva-Khvedosyuk	URS	Soviet Union	Bronze	118.61
1968	Canoeing	K4 1000m Kayak Fours Men	Egil S?by, Steinar Amundsen, Tore Berger, Jan Johansen	NOR	Norway	Gold	194.38
1968	Canoeing	K4 1000m Kayak Fours Men	Dimitrie Ivanov, Haralambie Ivanov, Anton Calenic, Mihai Turcas	ROM	Romania	Silver	194.81
1968	Canoeing	K4 1000m Kayak Fours Men	Imre Sz?ll?si, Csaba Giczi, Istv?n Csizmadia, Istv?n Tim?r	HUN	Hungary	Bronze	195.1
1968	Rowing	Coxless Fours Men	Dieter Grahn, Frank Forberger, Dieter Schubert, Frank R?hle	GDR	German Democratic Republic	Gold	399.18
1968	Rowing	Coxless Fours Men	Gy?rgy Sarl?s, Antal Melis, Zolt?n Melis, J?zsef Csermely	HUN	Hungary	Silver	401.64
1968	Rowing	Coxless Fours Men	Pier Angelo Conti Manzini, Abramo Albini, Tullio Baraglia, Renato Bosatta	ITA	Italy	Bronze	404.01
1968	Rowing	Coxless Pairs Men	J?rg Lucke, Heinz-J?rgen Bothe	GDR	German Democratic Republic	Gold	446.56
1968	Rowing	Coxless Pairs Men	Philip Johnson, Laurence Hough	USA	United States of America	Silver	446.71
1968	Rowing	Coxless Pairs Men	Ib Ivan Larsen, Peter Christiansen	DEN	Denmark	Bronze	451.84
1968	Rowing	Double Sculls Men	Anatoly Sass, Aleksandr Timoshinin	URS	Soviet Union	Gold	411.82
1968	Rowing	Double Sculls Men	Leendert van Dis, Henricus Droog	NED	Netherlands	Silver	412.8
1968	Rowing	Double Sculls Men	William Maher, John Nunn	USA	United States of America	Bronze	414.21
1968	Rowing	Eights Men	Lutz Ulbricht, Niko Ott, Horst Meyer, J?rg Siebert, G?nther Tiersch, Dirk Schreyer, R?diger Henning, Egbert Hirschfelder, Wolfgang Hottenrott	FRG	West Germany	Gold	367
1968	Rowing	Eights Men	Alan Grover, Alfred Duval, Joseph Fazio, Peter Dickson, David Douglas, Robert Shirlaw, Michael Morgan, Gary Pearce, John Ranch	AUS	Australia	Silver	367.98
1968	Rowing	Eights Men	Yury Lorentson, Juozas Jagelavicius, Valentin Kravchuk, Vladimir Sterlik, Viktor Suslin, Aleksandr Martyshkin, Antanas Bagdonavicius, Vytautas Briedis, Zigmas Jukna	URS	Soviet Union	Bronze	369.11
1968	Rowing	Single Sculls Men	Henri Jan Wienese	NED	Netherlands	Gold	467.8
1968	Rowing	Single Sculls Men	Jochen Mei?ner	FRG	West Germany	Silver	472
1968	Rowing	Single Sculls Men	Alberto Demiddi	ARG	Argentina	Bronze	477.19
1968	Swimming	100m Backstroke Men	Roland Matthes	GDR	German Democratic Republic	Gold	58.7
1968	Swimming	100m Backstroke Men	Charles Hickcox	USA	United States of America	Silver	60.2
1968	Swimming	100m Backstroke Men	Ronald Mills	USA	United States of America	Bronze	60.5
1968	Swimming	100m Backstroke Women	Kaye Hall	USA	United States of America	Gold	66.2
1968	Swimming	100m Backstroke Women	Elaine Tanner	CAN	Canada	Silver	66.7
1968	Swimming	100m Backstroke Women	Jane Swagerty	USA	United States of America	Bronze	68.1
1968	Swimming	100m Breaststroke Men	Donald McKenzie	USA	United States of America	Gold	67.7
1968	Swimming	100m Breaststroke Men	Vladimir Kosinsky	URS	Soviet Union	Silver	68
1968	Swimming	100m Breaststroke Men	Nikolay Pankin	URS	Soviet Union	Bronze	68
1968	Swimming	100m Breaststroke Women	Djurdica Bjedov	YUG	Yugoslavia	Gold	75.8
1968	Swimming	100m Breaststroke Women	Galina Stepanova-Prozumenshchykova	URS	Soviet Union	Silver	75.9
1968	Swimming	100m Breaststroke Women	Sharon Wichman	USA	United States of America	Bronze	76.1
1968	Swimming	100m Butterfly Men	Douglas Russell	USA	United States of America	Gold	55.9
1968	Swimming	100m Butterfly Men	Mark Spitz	USA	United States of America	Silver	56.4
1968	Swimming	100m Butterfly Men	Ross Wales	USA	United States of America	Bronze	57.2
1968	Swimming	100m Butterfly Women	Lynette McClements	AUS	Australia	Gold	65.5
1968	Swimming	100m Butterfly Women	Ellie Daniel	USA	United States of America	Silver	65.8
1968	Swimming	100m Butterfly Women	Susan Shields	USA	United States of America	Bronze	66.2
1968	Swimming	100m Freestyle Men	Michael Wenden	AUS	Australia	Gold	52.2
1968	Swimming	100m Freestyle Men	Kenneth Walsh	USA	United States of America	Silver	52.8
1968	Swimming	100m Freestyle Men	Mark Spitz	USA	United States of America	Bronze	53
1968	Swimming	100m Freestyle Women	Jan Henne	USA	United States of America	Gold	60
1968	Swimming	100m Freestyle Women	Susan Pedersen	USA	United States of America	Silver	60.3
1968	Swimming	100m Freestyle Women	Linda Gustavson	USA	United States of America	Bronze	60.3
1968	Swimming	1500m Freestyle Men	Mike Burton	USA	United States of America	Gold	998.9
1968	Swimming	1500m Freestyle Men	John Kinsella	USA	United States of America	Silver	1017.3
1968	Swimming	1500m Freestyle Men	Gregory Brough	AUS	Australia	Bronze	1024.7
1968	Swimming	200m Backstroke Men	Roland Matthes	GDR	German Democratic Republic	Gold	129.6
1968	Swimming	200m Backstroke Men	Mitchell Ivey	USA	United States of America	Silver	130.6
1968	Swimming	200m Backstroke Men	Jack Horsley	USA	United States of America	Bronze	130.9
1968	Swimming	200m Backstroke Women	Pokey Watson	USA	United States of America	Gold	144.8
1968	Swimming	200m Backstroke Women	Elaine Tanner	CAN	Canada	Silver	147.4
1968	Swimming	200m Backstroke Women	Kaye Hall	USA	United States of America	Bronze	148.9
1968	Swimming	200m Breaststroke Men	Felipe M??oz	MEX	Mexico	Gold	148.7
1968	Swimming	200m Breaststroke Men	Vladimir Kosinsky	URS	Soviet Union	Silver	149.2
1968	Swimming	200m Breaststroke Men	Brian Job	USA	United States of America	Bronze	149.9
1968	Swimming	200m Breaststroke Women	Sharon Wichman	USA	United States of America	Gold	164.4
1968	Swimming	200m Breaststroke Women	Djurdica Bjedov	YUG	Yugoslavia	Silver	166.4
1968	Swimming	200m Breaststroke Women	Galina Stepanova-Prozumenshchykova	URS	Soviet Union	Bronze	167
1968	Swimming	200m Butterfly Men	Carl Robie	USA	United States of America	Gold	128.7
1968	Swimming	200m Butterfly Men	Martyn Woodroffe	GBR	Great Britain	Silver	129
1968	Swimming	200m Butterfly Men	John Ferris	USA	United States of America	Bronze	129.3
1968	Swimming	200m Butterfly Women	Ada Kok	NED	Netherlands	Gold	144.7
1968	Swimming	200m Butterfly Women	Helga Lindner	GDR	German Democratic Republic	Silver	144.8
1968	Swimming	200m Butterfly Women	Ellie Daniel	USA	United States of America	Bronze	145.9
1968	Swimming	200m Freestyle Men	Michael Wenden	AUS	Australia	Gold	115.2
1968	Swimming	200m Freestyle Men	Don Schollander	USA	United States of America	Silver	115.8
1968	Swimming	200m Freestyle Men	John Nelson	USA	United States of America	Bronze	118.1
1968	Swimming	200m Freestyle Women	Debbie Meyer	USA	United States of America	Gold	130.5
1968	Swimming	200m Freestyle Women	Jan Henne	USA	United States of America	Silver	131
1968	Swimming	200m Freestyle Women	Jane Barkman	USA	United States of America	Bronze	131.2
1968	Swimming	200m Individual Medley Men	Charles Hickcox	USA	United States of America	Gold	132
1968	Swimming	200m Individual Medley Men	Gregory Buckingham	USA	United States of America	Silver	133
1968	Swimming	200m Individual Medley Men	John Ferris	USA	United States of America	Bronze	133.3
1968	Swimming	200m Individual Medley Women	Claudia Kolb	USA	United States of America	Gold	144.7
1968	Swimming	200m Individual Medley Women	Susan Pedersen	USA	United States of America	Silver	148.8
1968	Swimming	200m Individual Medley Women	Jan Henne	USA	United States of America	Bronze	151.4
1968	Swimming	400m Freestyle Men	Mike Burton	USA	United States of America	Gold	249
1968	Swimming	400m Freestyle Men	Ralph Hutton	CAN	Canada	Silver	251.7
1968	Swimming	400m Freestyle Men	Alain Mosconi	FRA	France	Bronze	253.3
1968	Swimming	400m Freestyle Women	Debbie Meyer	USA	United States of America	Gold	271.8
1968	Swimming	400m Freestyle Women	Linda Gustavson	USA	United States of America	Silver	275.5
1968	Swimming	400m Freestyle Women	Karen Moras	AUS	Australia	Bronze	277
1968	Swimming	400m Individual Medley Men	Charles Hickcox	USA	United States of America	Gold	288.4
1968	Swimming	400m Individual Medley Men	Gary Hall	USA	United States of America	Silver	288.7
1968	Swimming	400m Individual Medley Men	Michael Holthaus	FRG	West Germany	Bronze	291.4
1968	Swimming	400m Individual Medley Women	Claudia Kolb	USA	United States of America	Gold	308.5
1968	Swimming	400m Individual Medley Women	Lynn Vidali	USA	United States of America	Silver	322.2
1968	Swimming	400m Individual Medley Women	Sabine Steinbach	GDR	German Democratic Republic	Bronze	325.3
1968	Swimming	4x100m Freestyle Relay Men	Zachary Zorn, Kenneth Walsh, Mark Spitz, Stephen Rerych	USA	United States of America	Gold	211.7
1968	Swimming	4x100m Freestyle Relay Men	Viktor Mazanov, Leonid Ilyichov, Georgi Kulikov, Semyon Belitz-Geyman	URS	Soviet Union	Silver	214.2
1968	Swimming	4x100m Freestyle Relay Men	Robert Cusack, Yury Gromak, Gregory Rogers, Michael Wenden, Robert Windle	AUS	Australia	Bronze	214.7
1968	Swimming	4x100m Freestyle Relay Women	Susan Pedersen, Jan Henne, Linda Gustavson, Jane Barkman	USA	United States of America	Gold	242.5
1968	Swimming	4x100m Freestyle Relay Women	Martina Grunert, Roswitha Krause, Uta Schmuck, Gabriele Wetzko	GDR	German Democratic Republic	Silver	245.7
1968	Swimming	4x100m Freestyle Relay Women	Elaine Tanner, Marion Lay, Marilyn Corson, Angela Coughlan	CAN	Canada	Bronze	247.2
1968	Swimming	4x100m Medley Relay Men	Charles Hickcox, Donald McKenzie, Kenneth Walsh, Douglas Russell	USA	United States of America	Gold	234.9
1968	Swimming	4x100m Medley Relay Men	Frank Wiegand, Roland Matthes, Eugen Henninger, Horst-G?nter Gregor	GDR	German Democratic Republic	Silver	237.5
1968	Swimming	4x100m Medley Relay Men	Leonid Ilyichov, Vladimir Kosinsky, Vladimir Nemshilov	URS	Soviet Union	Bronze	240.7
1968	Swimming	4x100m Medley Relay Women	Ellie Daniel, Catie Ball, Kaye Hall, Susan Pedersen	USA	United States of America	Gold	268.3
1968	Swimming	4x100m Medley Relay Women	Judy Playfair, Lynette McClements, Janet Steinbeck, Lynette Watson	AUS	Australia	Silver	270
1968	Swimming	4x100m Medley Relay Women	Heidemarie Reineck, Uta Frommater, Angelika Kraus, Heike Hustede	FRG	West Germany	Bronze	276.4
1968	Swimming	4x200m Freestyle Relay Men	Mark Spitz, Don Schollander, John Nelson, Stephen Rerych	USA	United States of America	Gold	472.33
1968	Swimming	4x200m Freestyle Relay Men	Gregory Rogers, Robert Windle, Graham White, Michael Wenden	AUS	Australia	Silver	473.77
1968	Swimming	4x200m Freestyle Relay Men	Semyon Belitz-Geyman, Vladimir Bure, Georgi Kulikov, Leonid Ilyichov	URS	Soviet Union	Bronze	481.66
1968	Swimming	800m Freestyle Women	Debbie Meyer	USA	United States of America	Gold	564
1968	Swimming	800m Freestyle Women	Pamela Kruse	USA	United States of America	Silver	575.7
1968	Swimming	800m Freestyle Women	Maria Teresa Ramirez	MEX	Mexico	Bronze	578.5
1964	Athletics	10000m Men	Billy Mills	USA	United States of America	Gold	1704.4
1964	Athletics	10000m Men	Mohamed Gammoudi	TUN	Tunisia	Silver	1704.8
1964	Athletics	10000m Men	Ron Clarke	AUS	Australia	Bronze	1705.8
1964	Athletics	100m Men	Bob Hayes	USA	United States of America	Gold	10
1964	Athletics	100m Men	Enrique Figuerola	CUB	Cuba	Silver	10.2
1964	Athletics	100m Men	Harry Jerome	CAN	Canada	Bronze	10.2
1964	Athletics	100m Women	Wyomia Tyus	USA	United States of America	Gold	11.4
1964	Athletics	100m Women	Edith McGuire	USA	United States of America	Silver	11.6
1964	Athletics	100m Women	Ewa Klobukowska	POL	Poland	Bronze	11.6
1964	Athletics	110m Hurdles Men	Hayes Jones	USA	United States of America	Gold	13.6
1964	Athletics	110m Hurdles Men	Blain Lindgren	USA	United States of America	Silver	13.7
1964	Athletics	110m Hurdles Men	Anatoly Mikhaylov	URS	Soviet Union	Bronze	13.7
1964	Athletics	1500m Men	Peter Snell	NZL	New Zealand	Gold	218.1
1964	Athletics	1500m Men	Josef Odlozil	CZE	Czech Republic	Silver	219.6
1964	Athletics	1500m Men	John Davies	NZL	New Zealand	Bronze	219.6
1964	Athletics	200m Men	Henry Carr	USA	United States of America	Gold	20.3
1964	Athletics	200m Men	Paul Drayton	USA	United States of America	Silver	20.5
1964	Athletics	200m Men	Edwin Roberts	TRI	Trinidad and Tobago	Bronze	20.6
1964	Athletics	200m Women	Edith McGuire	USA	United States of America	Gold	23
1964	Athletics	200m Women	Irena Szewinska	POL	Poland	Silver	23.1
1964	Athletics	200m Women	Marilyn Black	AUS	Australia	Bronze	23.1
1964	Athletics	20km Walk Men	Ken Matthews	GBR	Great Britain	Gold	5374
1964	Athletics	20km Walk Men	Dieter Lindner	GER	Germany	Silver	5473
1964	Athletics	20km Walk Men	Vladimir Golubnichy	URS	Soviet Union	Bronze	5519
1964	Athletics	3000m Steeplechase Men	Gaston Roelants	BEL	Belgium	Gold	510.8
1964	Athletics	3000m Steeplechase Men	Maurice Herriott	GBR	Great Britain	Silver	512.4
1964	Athletics	3000m Steeplechase Men	Ivan Belyaev	URS	Soviet Union	Bronze	513.8
1964	Athletics	400m Hurdles Men	Rex Cawley	USA	United States of America	Gold	49.6
1964	Athletics	400m Hurdles Men	John Cooper	GBR	Great Britain	Silver	50.1
1964	Athletics	400m Hurdles Men	Salvatore Morale	ITA	Italy	Bronze	50.1
1964	Athletics	400m Men	Michael Larrabee	USA	United States of America	Gold	45.1
1964	Athletics	400m Men	Wendell Mottley	TRI	Trinidad and Tobago	Silver	45.2
1964	Athletics	400m Men	Andrzej Badewski	POL	Poland	Bronze	45.6
1964	Athletics	400m Women	Betty Cuthbert	AUS	Australia	Gold	52
1964	Athletics	400m Women	Ann Packer	GBR	Great Britain	Silver	52.2
1964	Athletics	400m Women	Judith Amoore	AUS	Australia	Bronze	53.4
1964	Athletics	4x100m Relay Men	Gerald Ashworth, Paul Drayton, Bob Hayes, Richard Stebbins	USA	United States of America	Gold	39
1964	Athletics	4x100m Relay Men	Andrzej Zieliwski, Wieslaw Maniak, Marian Foik, Marian Dudziak	POL	Poland	Silver	39.3
1964	Athletics	4x100m Relay Men	Jocelyn Delecour, Paul Genevay, Bernard Laidebeur, Claude Piquemal	FRA	France	Bronze	39.3
1964	Athletics	4x100m Relay Women	Ewa Klobukowska, Halina G?recka-Richter, Teresa Ciepla, Irena Szewinska	POL	Poland	Gold	43.6
1964	Athletics	4x100m Relay Women	Wyomia Tyus, Marilyn White, Willye White, Edith McGuire	USA	United States of America	Silver	43.9
1964	Athletics	4x100m Relay Women	Mary Rand, Janet Simpson, Daphne Arden, Dorothy Hyman	GBR	Great Britain	Bronze	44
1964	Athletics	4x400m Relay Men	Michael Larrabee, Ulis Williams, Henry Carr, Ollan Cassell	USA	United States of America	Gold	180.7
1964	Athletics	4x400m Relay Men	John Cooper, Robbie Brightwell, Timothy Graham, Adrian Metcalfe	GBR	Great Britain	Silver	181.6
1964	Athletics	4x400m Relay Men	Wendell Mottley, Edwin Skinner, Edwin Roberts, Kent Bernard	TRI	Trinidad and Tobago	Bronze	181.7
1964	Athletics	5000m Men	Bob Schul	USA	United States of America	Gold	828.8
1964	Athletics	5000m Men	Harald Norpoth	GER	Germany	Silver	829.6
1964	Athletics	5000m Men	Bill Dellinger	USA	United States of America	Bronze	829.8
1964	Athletics	50km Walk Men	Abdon Pamich	ITA	Italy	Gold	15072
1964	Athletics	50km Walk Men	Paul Nihill	GBR	Great Britain	Silver	15091
1964	Athletics	50km Walk Men	Ingvar Pettersson	SWE	Sweden	Bronze	15257
1964	Athletics	800m Men	Peter Snell	NZL	New Zealand	Gold	105.1
1964	Athletics	800m Men	William Crothers	CAN	Canada	Silver	105.6
1964	Athletics	800m Men	Wilson Kiprugut	KEN	Kenya	Bronze	105.9
1964	Athletics	800m Women	Ann Packer	GBR	Great Britain	Gold	121.1
1964	Athletics	800m Women	Maryvonne Dupureur	FRA	France	Silver	121.9
1964	Athletics	800m Women	Marise Chamberlain	NZL	New Zealand	Bronze	122.8
1964	Athletics	Marathon Men	Abebe Bikila	ETH	Ethiopia	Gold	7931.0000000001
1964	Athletics	Marathon Men	Basil Heatley	GBR	Great Britain	Silver	8179
1964	Athletics	Marathon Men	Kokichi Tsuburaya	JPN	Japan	Bronze	8182
1964	Canoeing	C1 1000m Canadian Singles Men	J?rgen Eschert	GER	Germany	Gold	275.14
1964	Canoeing	C1 1000m Canadian Singles Men	Andrei Igorov	ROM	Romania	Silver	277.89
1964	Canoeing	C1 1000m Canadian Singles Men	Yevgeny Penyaev	URS	Soviet Union	Bronze	278.31
1964	Canoeing	C2 1000m Canadian Pairs Men	Stepan Oshchepkov, Andrey Khimich	URS	Soviet Union	Gold	244.64
1964	Canoeing	C2 1000m Canadian Pairs Men	Michel Chapuis, Jean Boudehen	FRA	France	Silver	246.52
