Athlete	CountryCode	Medals
martha norelius, adelaide lambert, albina osipowich, eleanor garatti-saville	USA	1
martha randall	USA	1
martina grimaldi	ITA	1
martina grunert, roswitha krause, uta schmuck, gabriele wetzko	GDR	1
martina moravkova	SVK	2
martin doktor	CZR	2
martin fromanack, charles aman, michael begley, frederick suerig, gustav voerg, frank dummerth, john freitag, louis helm	USA	1
martin georgiev marinov	BUL	1
martin georgiev marinov, blagovest stoyanov	BUL	1
martin hawkins	USA	1
martin hollstein, andreas ihle	GER	1
martin karl, rudolf eckstein, toni rom, willi menne	GER	1
martin l?pez-zubero	ESP	1
martin sinkovic, valent sinkovic, damir martin, david sain	CRO	1
martin winter, frank dundr, karsten bunk, uwe heppner	GDR	1
martti marttelin	FIN	1
martyn woodroffe	GBR	1
maryam yusuf jamal	BRN	1
mary carew, evelyn furtsch, wilhelmina von bremen, annette rogers	USA	1
maryna pautaran, volha khudzenka, nadzeya papok, iryna pamialova	BLR	1
mary onyali	NGR	1
mary rand, janet simpson, daphne arden, dorothy hyman	GBR	1
mary sears	USA	1
mary t meagher	USA	3
mary t meagher, nancy hogshead, tracey caulkins, theresa andrews	USA	1
maryvonne dupureur	FRA	1
mary washburn, elizabeth robinson, jessie cross, loretta mcneil	USA	1
mary wayte	USA	1
masahiro yoshimura	JPN	1
masaji kiyokawa	JPN	2
masami tanaka, mai nakamura, sumika minamoto, junko onishi	JPN	1
masaru furukawa	JPN	1
masonori yusa	JPN	1
massimiliano rosolino	ITA	3
massimiliano rosolino, matteo pelliciari, filippo magnini, emiliano brembilla, federico cappellazzo, simone cercato	ITA	1
mate trojanovic, petar segvic, duje bonacic, velimir valenta	YUG	1
matija ljubek	YUG	2
matija ljubek, mirko nisovic	YUG	1
matt biondi	USA	5
matt biondi, chris cavanaugh, mike heath, ambrose gaines	USA	1
matt biondi, troy dalbey, chris jacobs, thomas jager	USA	1
matt grevers	USA	1
matthew birir	KEN	1
matthew grevers	USA	1
matthew long, james tomkins	AUS	1
matthew pinsent, steven redgrave	GBR	1
matthew wells, stephen rowbotham	GBR	1
matthew welsh	AUS	2
matt targett, christian sprenger, hayden stoeckel, eamon sullivan, ashley delaney, andrew lauterstein, adam pine, brenton rickard	AUS	1
matt vogel	USA	1
maurice delvart, andr? devaux, gaston f?ry, g?o andr?	FRA	1
maurice greene	USA	2
maurice herriott	GBR	1
maurizio damilano	ITA	3
mavis freeman, bernice lapp, olive mckean, katherine rawls	USA	1
maxey long	USA	1
max hoff	GER	1
maxim opalev	RUS	3
max metzker	AUS	1
max raub, herbert wiedermann	AUT	2
maxwell eley, robert morrison, terence sanders, james macnabb	GBR	1
mayumi aoki	JPN	1
mbulaeni mulaudzi	RSA	1
mebrahtom keflezighi	USA	1
megan jendrick, margaret hoelzer, elaine breeden, natalie coughlin, kara lynn joyce, christine magnuson, dara torres, rebecca soni	USA	1
megan kalmoe, kara kohler, adrienne martelli, natalie dell	USA	1
megan quann	USA	1
megan still, kate slatter	AUS	1
meinrad miltenberger, michael scheuer	GER	1
melaine walker	JAM	1
melissa belote	USA	2
melissa morrison	USA	2
melvin patton	USA	1
melvin sheppard	USA	3
melvin sheppard, ted meredith, charles reidpath, edward lindberg	USA	1
melvin stewart	USA	1
meng guanliang, yang wenjun	CHN	1
merlene ottey-page	JAM	7
merlene ottey-page, beverly mcdonald, tanya lawrence, veronica campbell	JAM	1
merv wood	AUS	2
meseret defar	ETH	3
micah kogo	KEN	1
michael bates	USA	1
michael d?rsch, albert hedderich, raimund h?rmann, dieter wiedenmann	FRG	1
michael gro?	FRG	4
michael hart, chris baillieu	GBR	1
michael holthaus	FRG	1
michael jamieson	GBR	1
michael johnson	USA	3
michael johnson, steve lewis, quincy watts, andrew valmon	USA	1
michael klim	AUS	1
michael klim, toby haenen, steven dewick, scott miller, philip rogers	AUS	1
michael kolganov	ISR	1
michael larrabee	USA	1
michael larrabee, ulis williams, henry carr, ollan cassell	USA	1
michael mathieu, ramon miller, avard moncur, christopher brown, andretti bain, andrae williams	BAH	1
michael phelps	USA	13
michael ryan	NZL	1
michael shine	USA	1
michael staines, calvin coffey	USA	1
michael stamm	USA	2
michael steinbach, stephan volkert, andr? willms, andreas hajek	GER	1
michael tinsley	USA	1
michael troy	USA	1
michael wenden	AUS	2
michael west	CAN	1
michael west, thomas ponting, sandy goss, victor davis	CAN	1
michal riszdorfer, richard riszdorfer, juraj baca, erik vlcek	SVK	1
michel andrieux, jean-christophe rolland	FRA	1
michel chapuis, jean boudehen	FRA	1
michele pearson	AUS	1
michel jazy	FRA	1
michelle ford	AUS	2
michelle guerette	USA	1
michelle richardson	USA	1
michelle smith	IRL	4
michel th?ato	FRA	1
mich?le chardonnet	FRA	1
mieke jaapies	NED	1
miguel seijas, juan rodriguez	URU	1
miguel white	PHI	1
mihai zafiu, nicusor esanu, vasile diba, lon geanta	ROM	1
mihai zafiu, roman vartolomeu, aurel vernescu, atanase sciotnic	ROM	1
mih?ly hesz	HUN	2
mikael ?rn, bengt baron, per johansson, thomas lejdstr?m	SWE	1
mike barrowman	USA	1
mike boit	KEN	1
mike bruner	USA	1
mike burton	USA	3
mike heath	USA	1
mike lewis, liam parsons, jon beare, iain brambell	CAN	1
mike marsh	USA	1
mike mckay, james tomkins, andrew cooper, nicholas green	AUS	1
mike mckay, stuart reside, stuart welch, geoff stewart, james stewart, steve stewart, michael toon, stefan szczurowski, bo hanson	AUS	1
mike mcleod	GBR	1
mike musyoki	KEN	1
mike o'brien	USA	1
mikhail kaaleste, anatoly demitkov	URS	1
mikhail shchennikov	RUS	1
mikhail slivinsky	URS	2
mikhail zamotin, naum prokupets	URS	1
miki nakao	JPN	1
milan janic	YUG	1
millard hampton	USA	1
millon wolde	ETH	1
milorad cavic	SRB	1
milosz bernatajtys, bartlomiej pawelczak, lukasz pawlowski, pawel randa	POL	1
mina wylie	ANZ	1
mireia belmonte garcia	ESP	2
mirka knapkova	CZE	1
mirko nisovic, matija ljubek	YUG	1
mirna jukic	AUT	1
miroslav kon?cek, bohumil janousek, jan jindra, jir? lund?k, stanislav lusk, v?clav pavkovic, ludek pojezny, josef ventus, jan sv?da	CZE	1
miruts yifter	ETH	3
missy franklin	USA	2
missy schwen, karen kraft	USA	2
misty hyman	USA	1
mitchell ivey	USA	2
mitica pricop, florin popescu	ROM	1
mitzi kremer, dara torres, laura walker, mary wayte	USA	1
mizuki noguchi	JPN	1
mo farah	GBR	2
mohamed gammoudi	TUN	4
mohamed sulaiman	QAT	1
mohammed kedir	ETH	1
moira abernethy, jeanette myburgh, nathalie myburgh, susan roberts	SAF	1
monika zehrt	GDR	1
morgan taylor	USA	3
morris kirksey	USA	1
morris kirksey, loren murchison, charles paddock, jackson scholz	USA	1
moses kiptanui	KEN	1
murray halberg	NZL	1
murray riley, merv wood	AUS	1
murray rose	AUS	4
murray rose, kevin o'halloran, jon henricks, john devitt	AUS	1
myrtle cook, florence bell, fanny rosenfeld, ethel smith	CAN	1
nadezhda ilyina, inta klimovica, lyudmila aksenova, natalya sokolova	URS	1
nadezhda khnykina	URS	1
nadezhda olizarenko	URS	2
naftali temu	KEN	2
naman keita	FRA	1
nancy garapick	CAN	2
nancy hogshead	USA	2
nancy lagat	KEN	1
nancy ramey	USA	1
naoko takahashi	JPN	1
narcisco su?rez, enrique miguez	ESP	1
natalia antyukh	RUS	1
natalie coughlin	USA	5
natalie steward	GBR	2
nataliya tobias	UKR	1
natallia helakh, yuliya bichyk	BLR	1
natalya antyukh	RUS	1
natalya antyukh, tatiana firova, yulia gushchina, antonina krivoshapka	RUS	1
natalya bochina	URS	1
natalya lavrinenko, tamara davydenko, marina znak, natalya volchek, natalya stasyuk, valentina skrabatun, yelena mikulich, aleksandra pankina, yaroslava pavlovich	BLR	1
natalya lebedeva	URS	1
natalya pechenkina	URS	1
natalya ustinova, tatyana savelyeva, svetlana babalina, tatyana devyatova	URS	1
natasa janic	HUN	1
natasa janics	HUN	1
natasa janics, katalin kovacs	HUN	2
nate cartmell	USA	3
nathan adrian	USA	1
nathan baggaley	AUS	1
nathan cohen, joseph sullivan	NZL	1
nathan deakes	AUS	1
natsumi hoshi	JPN	1
nawal el moutawakel	MAR	1
neil cochran	GBR	1
neil walker, gary hall jr., tommy hannan, jason lezak, lenny krayzelburg, ian crocker, ed moses	USA	1
neisser bent	CUB	1
nelly van vliet	NED	1
nelson diebel	USA	1
neville hayes	AUS	1
neville hayes, terry gathercole, geoffrey shipton, david theile	AUS	1
nicholas willis	NZL	1
nick gillingham	GBR	2
nick thoman	USA	1
nicole haislett	USA	1
nicole stevenson	AUS	1
nico rienks, ronald florijn	NED	1
nida senff	NED	1
niels henriksen, victor feddersen, eskild ebbesen, thomas poulsen	DEN	1
nigel barker	AUS	2
nijel amos	BOT	1
nijole sabaite	URS	1
nikki payne, lynley hannen	NZL	1
nikolaos skiathitis, vasileios polymeros	GRE	1
nikolay bukhalov	BUL	3
nikolay chernetsky, mikhail linge, viktor markin, remigijus valiulis	URS	1
nikolay dovgan, valery kleshnyov, yevgeny barbakov, yury shapochka	URS	1
nikolay gorbachov, viktor kratasyuk	URS	1
nikolay kirov	URS	1
nikolay kolesnikov, valery borzov, aleksandr aksinin, juris silovs	URS	1
nikolay kuznetsov, raul arnemann, valery dolinin, anushavan gassan-dzhalilov	URS	1
nikolay pankin	URS	1
nikolay pimenov, yury pimenov	URS	1
nikolay sidorov, vladimir muravyov, andrey prokofyev, aleksandr aksinin	URS	1
nikolay smaga	URS	1
nikolay sokolov	URS	1
nikolina shtereva	BUL	1
niksa skelin, sinisa skelin	CRO	1
nils bj?rkl?f, ture axelsson	FIN	1
nils engdahl	SWE	1
nils fjeldheim, eirik larsen	NOR	1
nils schumann	GER	1
nimrod greenwood, david anderson, mervyn finlay, philip cayzer, ernest chapman, thomas chessel, edward pain, robert tinning, geoffrey willamson	AUS	1
nina savina	URS	1
nina trofimova-gopova, galina alekseyeva-kreft	URS	1
nina zhivanevskaya	ESP	1
nina zhivanevskaya, olga kirichenko, elena choubina, yelena rudkovskaya, natalya meshcheryakova	URS	1
nixon kiprotich	KEN	1
n?ndor d?ni	HUN	1
noah ngeny	KEN	1
noboru terada	JPN	1
nobuharu asahara, shingo suetsugu, shinji takahira, naoki tsukahara	JAP	1
nobuo arai, tokuhei sada, hiroshi yoneyama, katsuo takaishi	JPN	1
nobutaka taguchi	JPN	2
noe hernandez	MEX	1
noel freeman	AUS	1
noemi ildik? lung	ROM	2
no?l de mille, ned pratt	CAN	1
norbert ke?lau, guido grabow, volker grabow, j?rg puttlitz	FRG	1
norberto t?llez, l?zaro mart?nez, roberto hern?ndez, h?ctor herrera	CUB	1
norbert r?zsa	HUN	3
norman hallows	GBR	1
norman pritchard	BIN	1
norman ross	USA	2
norman taber	USA	1
norm read	NZL	1
noureddine morceli	ALG	1
nouria merah-benida	ALG	1
nouzha bidouane	MAR	1
novella calligaris	ITA	3
obadele thompson	BAR	1
olaf heukrodt	GDR	2
olaf heukrodt	GER	1
olaf heukrodt, uwe madeja	GDR	1
olaf tufte	NOR	2
olaf tufte, fredrik raaen bekken	NOR	1
olapade adeniken, davidson ezinwa, chidi imoh, oluyemi kayode	NGR	1
oleg gorobiy, anatoliy tishchenko, sergey verlin, georgy tsybulnikov	RUS	1
oleg tyurin, boris dubrovsky	URS	1
olena krasovska	UKR	1
olesya zykina, natalia antyukh, natalya nazarova, olesya krasnomovets	RUS	1
olga bogoslovskaya, galina malchugina, irina privalova, marina trandenkova	URS	1
olga bondarenko	URS	1
olga bryzgina	URS	2
olga homeghi, herta anitas, rodica arba, mihaela armasescu, adriana bazon-chelariu, ekaterina oancia, veronica necula	ROM	1
olga kaniskina	RUS	2
olga nazarova	URS	1
olga shishigina	KAZ	1
olimpiada ivanova	RUS	1
oliver kegel, thomas reineck, mario von appen, andr? wohllebe	GER	1
ollie matson	USA	1
ollie matson, gene cole, mal whitfield, charles moore	USA	1
ondrej synek	CZE	1
ondrej synek	CZR	1
ophelie-cyrielle etienne, camille muffat, coralie balmy, charlotte bonnet	FRA	1
oscar taelman, r?my orban, rodolphe poma, georges mijs, marcel morimont, alfred vanlandeghem, polydore veirman, fran?ois vergucht, oscar charles de somville, john burn, oswald carver, gordon balfour, richard boyle, douglas kertland, harold kitching, walter lewis, henry goldsmith, frank jerwood, becher robert gale, julius thomson, edward williams, george wright, charles riddy, irvine robertson, eric powell, geoffrey taylor, douglas stuart	GBR	1
oszk?r frey, tam?s buday	HUN	1
otis davis	USA	1
otis harris jr	USA	1
otto fahr	DEU	1
otto herschmann	AUT	1
ottorino quaglierini, cesare milani, dante secchi, enrico garzelli, oreste grossi, mario checcacci, guglielmo del bimbo, dino barsotti, enzo bartolini	KIT	1
otto scheff	AUT	3
otylia jedrzejczak	POL	3
oussama mellouli	TUN	3
ove andersen	FIN	1
paavo nurmi	FIN	7
pablo morales	USA	3
pamela jelimo	KEN	1
pamela kruse	USA	1
pamela rai, michelle macpherson, anne ottenbrite, reema abdo	CAN	1
pang jiaying	CHN	1
pang jiaying, zhu qianwei, tan miao, tang jingzhi, yang yu	CHN	1
paola cacchi-pigni	ITA	1
park taehwan	KOR	2
partridge, foad, ransley, egington, sbihi, searle, langridge, louloudis, hill	GBR	1
pascal touron, frederic dufour	FRA	1
pascal touron, thibaud chapelle	FRA	1
pat costello, jim gardiner	USA	1
patricia girard-l?no	FRA	1
patricia jones, viola myers, nancy mackay, diane foster	CAN	1
patrick flynn	USA	1
patrick k?hl	GDR	1
patrick lefoulon, bernard bregeon	FRA	1
patrick sang	KEN	1
paula ivan	ROM	1
paul bitok	KEN	2
paul bontemps	FRA	1
paul costello, charles mcilvane	USA	1
paul drayton	USA	1
paul ereng	KEN	1
paul-heinz wellmann	FRG	1
paul hoekstra, anton geurts	NED	1
paul howe, neil cochran, paul easter, andrew astbury	GBR	1
pauline davis-thompson	BAH	1
pauline konga	KEN	1
paul kellner	DEU	1
paul kingsman	NZL	1
paul kipsiele koech	KEN	1
paul macdonald	NZL	1
paul macdonald, ian ferguson	NZL	1
paul martin	SUI	1
paul nihill	GBR	1
paul palmer	GBR	1
paul pilgrim	USA	2
paul radmilovic, rob derbyshire, william foster, henry taylor	GBR	1
paul tergat	KEN	2
paul wolf, ralph flanagan, john macionis, jack medica	USA	1
paul wyatt	USA	2
pavel khnykin, vladislav kulikov, vasily ivanov, vladimir selkov, vladimir pyshnenko, aleksandr popov, dmitry volkov	URS	1
pavel khnykin, yury bashkatov, gennady prigoda, vladimir pyshnenko, aleksandr popov, veniamin tayanovich	URS	1
pekka vasala	FIN	1
penny heyns	RSA	3
pepijn aardewijn, maarten van der linden	NED	1
percy beard	USA	1
percy hodge	GBR	1
percy williams	CAN	2
per holmertz	SWE	1
per johansson	SWE	2
per olof ?strand	SWE	1
perry mcgillivray, norman ross, pua kealoha, duke kahanamoku	USA	1
pertti karppinen	FIN	3
petar merkov	BUL	2
petar petrov	BUL	1
peter antonie, stephen hawkins	AUS	1
peter elliott	GBR	1
peter evans	AUS	2
peter evans, glenn buchanan, mark kerry, mark stockwell	AUS	1
peter frenkel	GDR	2
peter higgins, derek johnson, john salisbury, michael wheeler	GBR	1
peter jackson, john sturrock, thomas bristow, alan barrett	GBR	1
peter kersten	GDR	1
peter koech	KEN	1
peter kretschmer, kurt kuschela	GER	1
peter michael kolbe	FRG	3
peter nocke	FRG	1
peter nocke, walter kusch, michael kraus, klaus steinbach	FRG	1
peter norman	AUS	1
peter olsen, harry larsen	DEN	1
peter radford	GBR	1
peter raymond, lawrence terry, timothy mickelson, john livingston, michael livingston, eugene clapp, fritz hobbs, william hobbs, paul hoffman	USA	1
peter rocca	USA	2
peter rono	KEN	1
peter snell	NZL	3
peter taylor, storm uru	NZL	1
peter vanderkaay	USA	2
peter vanderkaay, erik vendt, david walters, ricky berens, michael phelps, ryan lochte, klete keller	USA	1
peter vanderkaay, michael phelps, ryan lochte, scott goldblatt, dan ketchum, klete keller	USA	1
petra m?ller	GDR	1
petra priemer	GDR	1
petra riedel	GDR	1
petra schneider	GDR	2
petra th?mer	GDR	2
petra van staveren	NED	1
petra zindler	FRG	1
petria thomas	AUS	4
petru iosub, valer toma	ROM	1
philip edwards	CAN	3
philip johnson, laurence hough	USA	1
philip noel-baker	GBR	1
philippe boccara, pascal boucherit, fran?ois barouh, didier vavasseur	FRA	1
philip rogers	AUS	1
philip verdon, george fairbairn, willy d?skow, norwey jackes, f b toms, martin stahnke	DEU	1
phillip hubble	GBR	1
phyllis harding	GBR	1
pier angelo conti manzini, abramo albini, tullio baraglia, renato bosatta	ITA	1
piero poli, davide tizzano, agostino abbagnale, gianluca farina	ITA	1
pierre-jean peltier, julien bahain, c?dric berrest, jonathan coeffic	FRA	1
pieter van den hoogenband	NED	5
pieter van den hoogenband, mark veens, mitja zastrow, klaas-erik zwering, johan kenkhuis	NED	1
pietro ivanov, latino galasso, giuseppe grivelli, vittorio gliubich, antonio cattalinich, francesco cattalinich, simeone cattalinich, carlo toniatti, bruno sorich	KIT	1
pietro mennea	ITA	2
pino dordoni	ITA	1
piotr markiewicz	POL	1
pokey watson	USA	1
polydore veirman	BEL	1
pontus hanson	SWE	1
p?r arvidsson	SWE	1
priscah jeptoo	KEN	1
priscilla lopesschliep	CAN	1
pua kealoha	USA	1
puck oversloot, corrie ladd?, willie den ouden, marie vierdag	NED	1
pyotr bolotnikov	URS	1
pyotr pochenchuk	URS	1
quincy watts	USA	1
rachael taylor, kate slatter	AUS	1
rachid el basir	MAR	1
raelene boyle	AUS	3
rafael vidal	VEN	1
rafal piszcz, wladyslaw szuszkiewicz	POL	1
rafal szukala	POL	1
ragnhild hveger	DEN	1
ralf l?bke, norbert dobeleit, edgar itt, j?rg vaihinger	FRG	1
ra?l gonz?lez	MEX	2
ralph craig	USA	2
ralph doubell	AUS	1
ralph hill	USA	1
ralph hutton	CAN	1
ralph mann	USA	1
ralph metcalfe	USA	3
raman piatrushenka, vadzim makhneu	BLR	2
ramona portwich, anke nothnagel-von seck	GER	1
ramon de clemente, donovan cech	RSA	1
ramon miller, chris brown, michael mathieu, demetrius pinder	BAH	1
ran laurie, jack wilson	GBR	1
ranomi kromowidjojo	NED	2
raoul rodriguez, thomas bohrer, richard kennelly, david krmpotich	USA	1
rashid ramzi	BRN	1
rasmus quist, mads reinholdt rasmussen	DEN	1
ray armstead, alonzo babers, antonio mckay, sunder nix	USA	1
ray kegeris	USA	1
raymond barbuti	USA	1
ray stewart, don quarrie, al lawrence, greg meghoo	JAM	1
razvan florea	ROM	1
r?diger helm	GDR	3
r?diger helm, bernd duvigneau, bernd olbricht, harald marg	GDR	1
r?diger helm, bernd olbricht	GDR	1
r?diger reiche, karl-heinz bu?ert, wolfgang g?ldenpfennig, michael wolfgramm	GDR	1
rebecca adlington	GBR	4
rebecca sattin, kerry hore, dana faletic, amber bradley	AUS	1
rebecca soni	USA	4
reggie walker	SAF	1
reiko nakamura	JPN	2
reinaldo gorno	ARG	1
reizo koike	JPN	2
renate breuer	FRG	1
renate stecher	GDR	4
renate stecher, b?rbel struppert, christina heinich, evelyn kaufer	GDR	1
ren? tirard, ren? lorain, ren? mourlon, emile ali-khan	FRA	1
reuben kosgei	KEN	1
rex cawley	USA	1
rhadi ben abdesselam	MAR	1
ricardo prado	BRA	1
rica reinisch	GDR	2
richard beesly, edward bevan, john lander, michael warriner	GBR	1
richard burnell, bert bushnell	GBR	1
richard chambers, robert williams, chris bartley, peter chambers	GBR	1
richard chelimo	KEN	1
richard colella	USA	1
richard corts, georg lammers, helmuth k?rnig, hubert houben	GER	1
richard howard	USA	1
richard kipkemboi	KEN	1
richard novy, jan mrv?k, miroslav kon?cek, jir? lund?k, bohumil janousek, ludek pojezny, julius tocek, petr cerm?k, josef ventus	CZE	1
richard roth	USA	1
richard thompson	TRI	1
richard thompson, aaron armstrong, marc burns, emmanuel callender, keston bledman	TRI	1
richard weinberger	CAN	1
richard wohlhuter	USA	1
rick carey	USA	2
rick carey, ambrose gaines, steve lundquist, pablo morales	USA	1
rick mitchell	AUS	1
rie mastenbroek	NED	3
rita k?b?n	HUN	2
rita k?b?n, erika m?sz?ros, ?va d?nusz, kinga czig?ny	HUN	1
rita k?b?n, erika m?sz?ros, ?va rakusz, erika g?czi	HUN	1
rita k?hne, helga seidler, dagmar k?sling, monika zehrt	GDR	1
rita wilden	FRG	1
roberta brunet	ITA	1
robertas zulpa	URS	1
robert baetens, michel knuysen	BEL	1
robert bennett	USA	2
robert boutigny	FRA	1
robert chef d'h?tel, jean kerebel, jacques lunis, fran?ois schewetta	FRA	1
robert cloughen	USA	1
robert cowell	USA	1
robert cusack, yury gromak, gregory rogers, michael wenden, robert windle	AUS	1
robert hackett	USA	1
robert kerr	CAN	2
robert kiesel, hector dyer, emmett toppino, frank wykoff	USA	1
robert korzeniowski	POL	4
robert mcgregor	GBR	1
robert mcmillen	USA	1
robert mills	CAN	1
robert nisbet, terence o'brien	GBR	1
roberto tozzi, pietro mennea, stefano malinverni, mauro zuliani	ITA	1
robert perew, stuart griffing, frederick kingsbury, gregory gates	USA	1
robert richards, anthony edwards, simon burgess, darren balmforth	AUS	1
robert scott, david weightman	AUS	1
robert skelton	USA	1
robert sycz, tomasz kucharski	POL	2
robert taylor	USA	1
robert wilson, philip kueber, david helliwell, william mckerlich, richard mcclure, douglas mcdonald, lawrence west, carlton ogawa, donald pretty	CAN	1
robert windle	AUS	1
robert windle, john ryan, peter doak, david dickson	AUS	1
robert woodhouse	AUS	1
robert young, harold cagle, al fitch, edward o'brien	USA	1
robin backhouse	USA	1
robson da silva	BRA	1
rob waddell	NZL	1
robyn thorn, dawn fraser, lynette bell, janice murphy	AUS	1
rochelle stevens, jearl miles, maicel malone, kim graham	USA	1
rodica arba, olga homeghi	ROM	1
rodney dixon	NZL	1
rodney milburn	USA	1
rodolfo falcon	CUB	1
rod strachan	USA	1
roelof luynenburg, ruud stokvis	NED	1
roger black	GBR	1
roger kingdom	USA	2
roger moens	BEL	1
roger pyttel	GDR	2
roland kokeny, rudolf dombi	HUN	1
roland matthes	GDR	5
roland matthes, lutz unger, klaus katzur, hartmut fl?ckner	GDR	1
roland schoeman	RSA	2
roland wieser	GDR	1
rolf larcher, ernst h?rlimann	SUI	1
rolf peterson	SWE	2
roline repelaer van driel, sarah siegelaar, marlies smulders, helen tanger, annemarieke van rumpt, annemiek de haan, femke dekker, nienke kingma	NED	1
roman sloudnov	RUS	1
romeo bertini	KIT	1
romolo catasta	ITA	1
ronald mills	USA	1
ronald rauhe, tim wiesk?tter	GER	2
ronald weigel	GDR	2
ronald weigel	GER	1
ron clarke	AUS	1
ron delany	IRL	1
ron freeman	USA	1
ronnie-ray smith, melvin pender, jim hines, charlie greene	USA	1
rosa mota	POR	2
roscoe lockwood, edward marsh, john geiger, john exley, james juvenal, edward hedley, louis abell, william carr, harry debaecke	USA	1
rosemarie gabriel	GDR	1
rosemarie whyte, shericka williams, novlene williams-mills, christine day	JAM	1
rossano galtarossa, luca agamennoni, simone venier, simone raineri	ITA	1
ross wales	USA	1
roswitha beier	GDR	1
roswitha beier, kornelia ender, christine herbst, renate vogel	GDR	1
roswitha esser, annemarie zimmermann	FRG	1
roswitha esser, annemarie zimmermann	GER	1
roxana maracineanu	FRA	1
roy cochran	USA	1
roy saari	USA	1
?rp?d lengyel, ?d?n gr?f, ferenc csik, oszk?r abay nemes	HUN	1
rudi harbig, helmut hamann, harry voigt, friedrich von st?lpnagel	GER	1
rudolf reichelt, kurt runge, hans matthiae, max vetter, otto liebing, max br?ske, fritz bartholom?, willi bartholom?, werner dehn	DEU	1
ruggero maregatti, giuseppe castelli, edgardo toetti, gabriele salviati	KIT	1
rui silva	POR	1
rumyana neykova	BUL	3
rune larsson	SWE	1
rupert weinstabl, karl proisl	AUT	1
rusty wailes, robert morey, charles grimes, william becklean, donald beer, caldwell esselstyn, thomas charlton, john cooke, david wight	USA	1
ruta meilutyte	LTU	1
ryan cochrane	CAN	2
ryan lochte	USA	7
ryan lochte, michael phelps, nathan adrian, cullen jones	USA	1
ryan lochte, michael phelps, ricky berens, conor dwyer	USA	1
ryan mitchell, adam pine, ian thorpe, michael klim, regan harrison, geoff huegill, josh watson, matthew welsh	AUS	1
ryosuke irie	JPN	2
ryo tateishi	JPN	1
sabine steinbach	GDR	1
sa?d aouita	MAR	2
sadik mujkic, bojan preseren	YUG	1
salah hissou	MAR	1
sally gunnell	GBR	1
sally jepkosgei kipyego	KEN	1
sally mclellan	AUS	1
sally pearson	AUS	1
salvatore antibo	ITA	1
salvatore morale	ITA	1
samantha riley	AUS	2
sam graddy	USA	1
sam graddy, ron brown, carl lewis, calvin smith	USA	1
samson kitur	KEN	1
samuel barathay, frederic kowal	FRA	1
samuel ferris	GBR	1
samuel kahanamoku	USA	1
samuel matete	ZAM	1
samuel wansiru	KEN	1
sandie richards, michelle burgher, nadia davy, novlene williams	JAM	1
sandra farmer-patrick	USA	1
sandra morgan, faith leech, dawn fraser, lorraine crapp	AUS	1
sandra neilson	USA	1
sandra neilson, melissa belote, deena deardurff, catherine carr	USA	1
sandra v?lker	GER	2
sandro bellucci	ITA	1
sanna sten, minna nieminen	FIN	1
sanya richards	USA	1
sanya richards, monique henderson, monique hennagan, deedee trotter	USA	1
sanya richards, monique henderson, natasha hastings, allyson felix, mary wineberg	USA	1
sanya richards-ross	USA	1
sarah hardcastle	GBR	2
sarah outhwaite, kate hornsey	AUS	1
sarah p?we, antje buschschulte, franziska van almsick	GER	1
sarah winckless, elise laverick	GBR	1
sara isakovic	SLO	1
sara nordenstam	NOR	1
saso mirjanic, sadik mujkic, milan jansa, janez klemencic	SLO	1
satoko tanaka	JPN	1
satomi suzuki	JPN	2
satymkul dzhumanazarov	URS	1
saul craviotto rivero	ESP	1
schuyler enck	USA	1
scott frandsen, david calder	CAN	1
scott gault, charles cole, glenn ochal, henrik rummel	USA	1
scott goldblatt, nate dusing, chad carvin, josh davis, klete keller, jamie rauch	USA	1
scott goodman	AUS	1
scott miller	AUS	1
sebastian brendel	GER	1
sebastian coe	GBR	4
sebastien vieilledent, adrien hardy	FRA	1
seleshi sehen	ETH	1
semyon belitz-geyman, vladimir bure, georgi kulikov, leonid ilyichov	URS	1
semyon rzhishchin	URS	1
sergeij fedorovtsev, igor kravtsov, nikolai spinev, alexeij svirin	RUS	1
sergey chukhray, aleksandr degtyarev, yury filatov, vladimir morozov	URS	1
sergey chukhray, vladimir parfenovich	URS	1
sergey fesenko	URS	2
sergey kirdyapkin	RUS	1
sergey koplyakov	URS	1
sergey nagorny, vladimir romanovsky	URS	2
sergey petrenko, aleksandr vinogradov	URS	1
sergey postrekhin	URS	2
sergey ulegin, alexander kostoglod	RUS	1
serghei covaliov, ivan patzaichin	ROM	1
sergij grin, sergij bilushchenko, oleg lykov, leonid shaposhnikov	UKR	1
sergio l?pez	ESP	1
sevatheda fynes, debbie ferguson, pauline davis-thompson, chandra sturrup	BAH	1
seymour cromwell, james storm	USA	1
shalane flanagan	USA	1
shane gould	AUS	5
shannon smith	CAN	1
sharon finneran	USA	1
sharon stouder	USA	2
sharon stouder, cynthia goyette, kathleen ellis, cathy ferguson	USA	1
sharon wichman	USA	2
sharron davies	GBR	1
shawn crawford	USA	2
shawn crawford, justin gatlin, maurice greene, coby miller	USA	1
sheena tosta	USA	1
sheila echols, florence griffith-joyner, alice brown, evelyn ashford	USA	1
shelley mann	USA	1
shelley mann, nancy simons, sylvia ruuska, joan rosazza	USA	1
shelly-ann fraser	JAM	1
shelly-ann fraser-pryce	JAM	2
shenjie qieyang	CHN	1
shereefa lloyd, shericka williams, novlene williams, rosemarie whyte, bobby-gaye wilkins	JAM	1
shericka williams	JAM	1
sherone simpson	JAM	1
